i01,i02,i03,i05,i06,i07,i08,i09,i12,i13,i136,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i34,i35,i36,i37,i38,i39,i41,i42,i43,i44,i45,i46,i47,i48,i49,i57,i61,i65,i66,i67,i72,i74,i75,i76,i77,i79,i80,i81,i87,i88,i89,i97,timestamp,unknown,i04,i100,i101,i102,i111,i147,i59,i63,i68,i70,i82,i95,i96,i10,i104,i107,i11,i130,i132,i33,i50,i54,i64,i73,i83,i90,i53,i99,i123,i40,i52,i51,i71,i86,i91,i106,i125,i94,i98,i112,i78,i121,i117,i141,i103,i133,i84,i114,i120,i134,i109,i129,i105,i144,i122,i85,i118,i116,i108,i115,i119,i58,i131,i110,i113,i56,i139,i62,i127,i142,i135,i126,i145
88.0,4359.0,37.0,571.0,669645.0,397.0,21.0,9.0,174.0,316.0,0.0,9249.0,92.0,167.0,1308.0,24.0,19.0,2.0,40.0,15.0,74.0,13.0,7.0,31.0,3.0,3.0,3.0,34.0,13.0,5.0,1846.0,0.0,27.0,0.0,238171.0,167.0,23.0,81.0,103.0,14.0,0.0,22809.0,477.0,14.0,0.0,0.0,12.0,0.0,1.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1536359700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,4986.0,11.0,748.0,702711.0,451.0,21.0,7.0,179.0,260.0,0.0,9756.0,114.0,186.0,1601.0,11.0,26.0,5.0,38.0,6.0,124.0,10.0,17.0,32.0,6.0,1832.0,4.0,40.0,32.0,0.0,1856.0,0.0,23.0,0.0,252489.0,177.0,27.0,119.0,44.0,37.0,1.0,26487.0,380.0,23.0,133.0,0.0,8.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1536360000000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183.0,5734.0,47.0,541.0,716134.0,328.0,21.0,14.0,181.0,338.0,0.0,9107.0,118.0,195.0,1528.0,6.0,20.0,4.0,50.0,8.0,261.0,4.0,11.0,19.0,3.0,2963.0,3.0,55.0,344.0,1.0,1904.0,0.0,15.0,0.0,267714.0,143.0,79.0,106.0,117.0,0.0,1.0,28686.0,421.0,7.0,35.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1536360300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229.0,5839.0,14.0,726.0,741422.0,287.0,21.0,7.0,151.0,402.0,0.0,10432.0,147.0,210.0,1715.0,19.0,7.0,0.0,100.0,20.0,60.0,0.0,2.0,12.0,2.0,3924.0,2.0,72.0,20.0,15.0,1931.0,0.0,14.0,0.0,269954.0,195.0,51.0,104.0,82.0,51.0,2.0,27186.0,405.0,14.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1536360600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168.0,5902.0,53.0,2239.0,770554.0,443.0,21.0,5.0,189.0,289.0,0.0,10246.0,157.0,279.0,1703.0,14.0,8.0,5.0,65.0,10.0,63.0,0.0,16.0,23.0,2.0,4627.0,1.0,58.0,83.0,14.0,1689.0,0.0,31.0,54.0,290589.0,156.0,46.0,112.0,64.0,0.0,1.0,28106.0,391.0,26.0,22.0,0.0,0.0,0.0,1.0,0.0,4.0,41.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1536360900000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186.0,6093.0,29.0,808.0,782692.0,565.0,21.0,7.0,251.0,324.0,0.0,9720.0,266.0,297.0,1706.0,40.0,11.0,4.0,80.0,9.0,163.0,0.0,10.0,26.0,15.0,2690.0,4.0,55.0,1509.0,38.0,1992.0,0.0,31.0,44.0,296998.0,197.0,62.0,126.0,54.0,0.0,1.0,25594.0,547.0,21.0,37.0,0.0,2.0,0.0,1.0,4.0,6.0,77.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,1536361200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,7133.0,24.0,751.0,797538.0,371.0,21.0,12.0,182.0,373.0,0.0,10452.0,340.0,239.0,1606.0,42.0,5.0,5.0,52.0,12.0,106.0,34.0,34.0,22.0,10.0,1938.0,1.0,49.0,38.0,40.0,2105.0,0.0,28.0,62.0,313759.0,182.0,98.0,106.0,111.0,0.0,1.0,25581.0,458.0,29.0,48.0,0.0,2.0,0.0,1.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,0.0,1536361500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,5238.0,24.0,958.0,815537.0,447.0,21.0,6.0,155.0,360.0,0.0,11080.0,203.0,293.0,1600.0,25.0,17.0,2.0,35.0,14.0,169.0,9.0,19.0,33.0,2.0,2589.0,2.0,57.0,10.0,40.0,2279.0,0.0,44.0,125.0,313635.0,219.0,89.0,116.0,146.0,0.0,0.0,23069.0,477.0,34.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,1536361800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253.0,6444.0,73.0,2011.0,824524.0,334.0,20.0,10.0,128.0,451.0,0.0,9339.0,158.0,245.0,1696.0,34.0,12.0,6.0,67.0,25.0,158.0,0.0,10.0,29.0,1.0,3089.0,11.0,57.0,18.0,39.0,2606.0,0.0,23.0,0.0,326847.0,237.0,79.0,117.0,292.0,0.0,3.0,21809.0,445.0,55.0,344.0,1.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,13.0,0.0,1536362100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,34.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194.0,7668.0,63.0,780.0,843359.0,518.0,21.0,28.0,171.0,457.0,0.0,8731.0,245.0,282.0,1821.0,34.0,16.0,10.0,70.0,14.0,257.0,2.0,25.0,60.0,4.0,23427.0,7.0,62.0,30.0,29.0,2294.0,0.0,17.0,0.0,337294.0,257.0,126.0,123.0,256.0,0.0,0.0,23881.0,390.0,41.0,27.0,0.0,0.0,0.0,1.0,2.0,6.0,112.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,7.0,0.0,1536362400000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,55.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,6829.0,71.0,930.0,848256.0,461.0,21.0,14.0,198.0,520.0,1.0,9852.0,320.0,239.0,1793.0,30.0,20.0,9.0,69.0,19.0,242.0,1.0,22.0,46.0,5.0,10115.0,9.0,70.0,40.0,14.0,2124.0,0.0,12.0,11.0,337205.0,318.0,71.0,135.0,255.0,0.0,1.0,21642.0,702.0,56.0,25.0,0.0,5.0,0.0,3.0,12.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1536362700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.0,6158.0,52.0,824.0,882157.0,551.0,21.0,36.0,235.0,466.0,0.0,9073.0,257.0,288.0,1932.0,28.0,168.0,15.0,88.0,28.0,254.0,5.0,34.0,43.0,11.0,1889.0,4.0,96.0,310.0,17.0,2348.0,0.0,23.0,78.0,346350.0,429.0,169.0,133.0,214.0,0.0,0.0,21713.0,689.0,44.0,33.0,0.0,2.0,0.0,2.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,1.0,0.0,1536363000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,61.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194.0,6298.0,38.0,599.0,890991.0,531.0,21.0,9.0,199.0,521.0,0.0,9308.0,232.0,242.0,1960.0,19.0,19.0,4.0,55.0,23.0,251.0,10.0,48.0,20.0,6.0,221.0,7.0,93.0,104.0,73.0,2321.0,0.0,15.0,22.0,358101.0,363.0,123.0,144.0,173.0,14.0,0.0,21443.0,530.0,39.0,7.0,0.0,0.0,0.0,2.0,3.0,4.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,1536363300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260.0,6455.0,51.0,919.0,879225.0,493.0,21.0,8.0,172.0,343.0,0.0,9312.0,437.0,302.0,2032.0,29.0,46.0,4.0,105.0,31.0,306.0,35.0,39.0,45.0,8.0,2405.0,1.0,130.0,410.0,62.0,2171.0,0.0,5.0,0.0,365710.0,414.0,271.0,142.0,180.0,37.0,1.0,21230.0,372.0,42.0,33.0,1.0,15.0,0.0,3.0,5.0,6.0,30.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,4.0,5.0,0.0,1536363600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334.0,8017.0,60.0,2046.0,903909.0,631.0,21.0,41.0,244.0,387.0,0.0,10621.0,563.0,381.0,2327.0,34.0,39.0,6.0,43.0,23.0,326.0,70.0,17.0,51.0,6.0,1389.0,6.0,166.0,187.0,32.0,2551.0,0.0,16.0,98.0,373384.0,418.0,132.0,151.0,262.0,0.0,0.0,25354.0,550.0,37.0,0.0,0.0,2.0,0.0,5.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,9.0,6.0,0.0,1536363900000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,10.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227.0,8396.0,130.0,942.0,908247.0,594.0,21.0,13.0,198.0,466.0,0.0,9040.0,590.0,355.0,2619.0,32.0,17.0,10.0,115.0,51.0,183.0,91.0,39.0,18.0,18.0,7939.0,5.0,121.0,55.0,75.0,2713.0,0.0,29.0,107.0,379091.0,449.0,163.0,153.0,248.0,0.0,0.0,26083.0,673.0,28.0,45.0,2.0,170.0,0.0,1.0,12.0,6.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,1536364200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314.0,9040.0,125.0,902.0,908731.0,880.0,21.0,18.0,224.0,312.0,0.0,7157.0,712.0,377.0,2547.0,76.0,16.0,7.0,63.0,21.0,378.0,12.0,96.0,18.0,22.0,22961.0,4.0,148.0,425.0,67.0,2366.0,0.0,24.0,57.0,377746.0,593.0,147.0,159.0,135.0,0.0,9.0,21211.0,681.0,29.0,33.0,2.0,8.0,1.0,2.0,12.0,4.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,1536364500000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,47.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263.0,9546.0,137.0,1043.0,959147.0,728.0,21.0,23.0,255.0,340.0,0.0,7510.0,787.0,472.0,2381.0,68.0,17.0,11.0,102.0,43.0,321.0,23.0,39.0,32.0,8.0,28970.0,13.0,207.0,117.0,53.0,2913.0,0.0,5.0,45.0,383950.0,725.0,170.0,184.0,260.0,2.0,2.0,21791.0,762.0,40.0,0.0,5.0,538.0,0.0,1.0,4.0,4.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,1536364800000,1.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286.0,8506.0,87.0,1688.0,985236.0,666.0,21.0,13.0,269.0,337.0,0.0,7772.0,614.0,540.0,2542.0,74.0,49.0,4.0,92.0,38.0,307.0,1.0,42.0,68.0,53.0,13168.0,3.0,180.0,1912.0,64.0,3134.0,0.0,29.0,3.0,410547.0,723.0,170.0,205.0,163.0,0.0,0.0,24892.0,849.0,66.0,0.0,0.0,11.0,1.0,5.0,7.0,4.0,16.0,0.0,2.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,1536365100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.0,140.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323.0,8594.0,107.0,1288.0,1029295.0,651.0,21.0,21.0,212.0,432.0,0.0,7236.0,680.0,489.0,2338.0,62.0,38.0,8.0,142.0,39.0,308.0,81.0,9.0,25.0,33.0,7074.0,10.0,168.0,535.0,67.0,2635.0,0.0,16.0,78.0,433555.0,724.0,207.0,190.0,230.0,1.0,0.0,20318.0,693.0,41.0,0.0,5.0,261.0,0.0,19.0,6.0,6.0,14.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,2.0,0.0,1536365400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,215.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298.0,10699.0,108.0,2791.0,1045905.0,1152.0,21.0,18.0,276.0,427.0,0.0,7945.0,910.0,564.0,2322.0,62.0,92.0,6.0,136.0,34.0,458.0,56.0,8.0,33.0,42.0,20413.0,13.0,153.0,125.0,29.0,3069.0,0.0,10.0,8.0,424484.0,894.0,246.0,181.0,381.0,0.0,1.0,22399.0,883.0,35.0,58.0,1.0,24.0,0.0,13.0,4.0,2.0,35.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,1536365700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,68.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270.0,10518.0,106.0,3654.0,1030965.0,961.0,21.0,19.0,286.0,451.0,1.0,8747.0,996.0,475.0,2853.0,88.0,30.0,9.0,155.0,32.0,279.0,37.0,4.0,35.0,21.0,31028.0,11.0,206.0,93.0,72.0,2584.0,0.0,56.0,9.0,435038.0,805.0,236.0,172.0,217.0,1.0,2.0,16921.0,732.0,36.0,0.0,3.0,21.0,0.0,25.0,13.0,4.0,42.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,1536366000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,50.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532.0,10687.0,157.0,1356.0,1012448.0,934.0,21.0,33.0,249.0,337.0,0.0,8442.0,1586.0,572.0,2685.0,96.0,159.0,6.0,116.0,50.0,246.0,122.0,9.0,24.0,104.0,13438.0,16.0,250.0,1081.0,65.0,2483.0,0.0,9.0,44.0,432200.0,1219.0,230.0,210.0,213.0,2.0,1.0,15607.0,658.0,41.0,0.0,2.0,22.0,0.0,24.0,19.0,2.0,21.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1536366300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,65.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347.0,10824.0,104.0,1230.0,1004680.0,1173.0,21.0,22.0,238.0,346.0,0.0,8576.0,1781.0,550.0,3048.0,69.0,16.0,6.0,96.0,73.0,322.0,28.0,10.0,43.0,79.0,13775.0,27.0,290.0,755.0,138.0,2592.0,0.0,9.0,26.0,420803.0,1236.0,288.0,251.0,383.0,5.0,1.0,17667.0,651.0,49.0,50.0,7.0,27.0,2.0,13.0,14.0,4.0,61.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,8.0,0.0,1536366600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,19.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
