timestamp,i01,i02,i03,i05,i06,i07,i08,i09,i12,i13,i136,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i34,i35,i36,i37,i38,i39,i41,i42,i43,i44,i45,i46,i47,i48,i49,i57,i61,i65,i66,i67,i72,i74,i75,i76,i77,i79,i80,i81,i87,i88,i89,i97,unknown,i04,i100,i101,i102,i111,i147,i59,i63,i68,i70,i82,i95,i96,i10,i104,i107,i11,i130,i132,i33,i50,i54,i64,i73,i83,i90,i53,i99,i123,i40,i52,i51,i71,i86,i91,i106,i125,i94,i98,i112,i78,i121,i117,i141,i103,i133,i84,i114,i120,i134,i109,i129,i105,i144,i122,i85,i118,i116,i140,i108,i115,i119,i58,i131,i110,i113,i56,i139,i93,i62,i128,i127,i142,i135,i126,i145,i138,i01_prediction,i02_prediction,i03_prediction,i05_prediction,i06_prediction,i07_prediction,i08_prediction,i09_prediction,i12_prediction,i13_prediction,i136_prediction,i14_prediction,i15_prediction,i16_prediction,i17_prediction,i18_prediction,i19_prediction,i20_prediction,i21_prediction,i22_prediction,i23_prediction,i24_prediction,i25_prediction,i26_prediction,i27_prediction,i28_prediction,i29_prediction,i30_prediction,i31_prediction,i32_prediction,i34_prediction,i35_prediction,i36_prediction,i37_prediction,i38_prediction,i39_prediction,i41_prediction,i42_prediction,i43_prediction,i44_prediction,i45_prediction,i46_prediction,i47_prediction,i48_prediction,i49_prediction,i57_prediction,i61_prediction,i65_prediction,i66_prediction,i67_prediction,i72_prediction,i74_prediction,i75_prediction,i76_prediction,i77_prediction,i79_prediction,i80_prediction,i81_prediction,i87_prediction,i88_prediction,i89_prediction,i97_prediction,unknown_prediction,i04_prediction,i100_prediction,i101_prediction,i102_prediction,i111_prediction,i147_prediction,i59_prediction,i63_prediction,i68_prediction,i70_prediction,i82_prediction,i95_prediction,i96_prediction,i10_prediction,i104_prediction,i107_prediction,i11_prediction,i130_prediction,i132_prediction,i33_prediction,i50_prediction,i54_prediction,i64_prediction,i73_prediction,i83_prediction,i90_prediction,i53_prediction,i99_prediction,i123_prediction,i40_prediction,i52_prediction,i51_prediction,i71_prediction,i86_prediction,i91_prediction,i106_prediction,i125_prediction,i94_prediction,i98_prediction,i112_prediction,i78_prediction,i121_prediction,i117_prediction,i141_prediction,i103_prediction,i133_prediction,i84_prediction,i114_prediction,i120_prediction,i134_prediction,i109_prediction,i129_prediction,i105_prediction,i144_prediction,i122_prediction,i85_prediction,i118_prediction,i116_prediction,i140_prediction,i108_prediction,i115_prediction,i119_prediction,i58_prediction,i131_prediction,i110_prediction,i113_prediction,i56_prediction,i139_prediction,i93_prediction,i62_prediction,i128_prediction,i127_prediction,i142_prediction,i135_prediction,i126_prediction,i145_prediction,i138_prediction
1536820500000,1076.0,22273.0,250.0,1528.0,1035499.0,1132.0,,38.0,296.0,381.0,3.0,3453.0,7827.0,575.0,5473.0,103.0,1702.0,7.0,99.0,86.0,324.0,15.0,34.0,25.0,104.0,67098.0,55.0,313.0,184.0,135.0,3546.0,6.0,37.0,24.0,475846.0,2222.0,1308.0,241.0,219.0,17.0,,8638.0,882.0,76.0,230.0,,114.0,,49.0,34.0,27.0,97.0,11.0,,,2.0,,1.0,,,1.0,,3.0,2.0,,,,,,9.0,1792.0,2.0,,,5.0,,1.0,,1.0,,,1.0,95.0,3.0,4.0,8.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1047.0,22273.0,157.0,3351.0,1035499.0,676.0,,38.0,272.0,449.0,3.0,3762.0,8513.0,575.0,5473.0,103.0,1244.0,5.0,99.0,86.0,277.0,15.0,7.0,16.0,104.0,22776.0,62.0,313.0,321.0,135.0,3213.0,6.0,37.0,24.0,459660.0,1821.0,1138.0,239.0,219.0,15.0,,8638.0,884.0,65.0,160.0,,70.0,,52.0,34.0,27.0,10.0,11.0,,,2.0,,1.0,,,1.0,,3.0,3.0,,,,,,9.0,1543.0,2.0,,,5.0,,1.0,,1.0,,,1.0,95.0,3.0,4.0,3.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
1536820800000,1063.0,23201.0,208.0,3241.0,1032852.0,805.0,,45.0,347.0,333.0,2.0,2886.0,6983.0,633.0,5613.0,117.0,1399.0,14.0,96.0,49.0,388.0,20.0,42.0,14.0,110.0,25116.0,62.0,254.0,502.0,141.0,3707.0,6.0,13.0,128.0,454645.0,2191.0,1126.0,264.0,262.0,69.0,1.0,8542.0,822.0,63.0,164.0,4.0,132.0,,45.0,29.0,27.0,17.0,30.0,1.0,,,,,,,,,16.0,12.0,,,,,,21.0,920.0,6.0,,,1.0,,1.0,,1.0,,,,49.0,2.0,7.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1047.0,22273.0,157.0,3241.0,1035499.0,676.0,,45.0,272.0,449.0,2.0,2886.0,8513.0,575.0,5473.0,117.0,1244.0,5.0,99.0,49.0,262.0,20.0,42.0,14.0,104.0,74842.0,62.0,313.0,321.0,184.0,3213.0,6.0,13.0,24.0,459660.0,1821.0,1138.0,239.0,262.0,15.0,1.0,8542.0,884.0,65.0,164.0,4.0,70.0,,44.0,29.0,27.0,17.0,30.0,1.0,,,,,,,,,16.0,12.0,,,,,,9.0,920.0,2.0,,,1.0,,1.0,,1.0,,,,49.0,2.0,7.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1536821100000,874.0,24874.0,154.0,2826.0,1047111.0,845.0,,62.0,269.0,386.0,,4547.0,6829.0,727.0,5642.0,138.0,1244.0,9.0,207.0,36.0,333.0,8.0,27.0,13.0,112.0,74842.0,68.0,250.0,743.0,189.0,3571.0,15.0,12.0,37.0,464085.0,2370.0,1138.0,239.0,205.0,15.0,1.0,7665.0,761.0,54.0,222.0,5.0,699.0,2.0,44.0,29.0,27.0,10.0,21.0,1.0,,,,,,,1.0,,,3.0,,2.0,,,,10.0,1474.0,22.0,1.0,,3.0,,2.0,,,1.0,,1.0,92.0,5.0,3.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.0,24874.0,157.0,3241.0,1035499.0,845.0,,45.0,272.0,449.0,,4547.0,8513.0,575.0,5642.0,138.0,1244.0,9.0,207.0,36.0,262.0,8.0,27.0,13.0,112.0,74842.0,62.0,317.0,1429.0,184.0,3213.0,6.0,13.0,24.0,459660.0,1821.0,1138.0,239.0,205.0,15.0,1.0,8542.0,761.0,65.0,164.0,5.0,699.0,2.0,44.0,29.0,27.0,10.0,21.0,1.0,,,,,,,1.0,,,3.0,,2.0,,,,10.0,1474.0,22.0,1.0,,3.0,,1.0,,,1.0,,1.0,92.0,5.0,3.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536821400000,908.0,24000.0,164.0,2407.0,1042904.0,842.0,,40.0,227.0,416.0,1.0,2841.0,7157.0,739.0,5460.0,81.0,1450.0,3.0,112.0,49.0,354.0,33.0,24.0,16.0,84.0,69273.0,59.0,419.0,1429.0,184.0,2924.0,3.0,94.0,91.0,475240.0,2354.0,1083.0,224.0,431.0,20.0,,6791.0,1041.0,50.0,38.0,14.0,58.0,,25.0,54.0,27.0,1.0,12.0,3.0,,,,1.0,,,,,23.0,,,,,,,13.0,2282.0,5.0,4.0,,3.0,,2.0,,,,,,119.0,2.0,6.0,,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,1.0,11.0,,3.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,908.0,24000.0,157.0,2407.0,1042904.0,842.0,,40.0,227.0,416.0,1.0,4547.0,8513.0,739.0,5460.0,66.0,1450.0,3.0,108.0,49.0,262.0,33.0,24.0,16.0,84.0,76559.0,59.0,419.0,1429.0,184.0,3213.0,9.0,94.0,91.0,459660.0,1821.0,956.0,258.0,431.0,15.0,,6791.0,761.0,65.0,215.0,14.0,699.0,,44.0,54.0,27.0,1.0,21.0,1.0,,,,1.0,,,,,23.0,,,,,,,13.0,1474.0,5.0,1.0,,3.0,,2.0,,,,,,92.0,2.0,6.0,,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,2.0,11.0,,3.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1536821700000,1151.0,24582.0,206.0,1779.0,1022118.0,941.0,,16.0,301.0,403.0,1.0,2716.0,7130.0,673.0,5681.0,84.0,1792.0,9.0,108.0,63.0,428.0,66.0,40.0,15.0,95.0,76559.0,56.0,317.0,987.0,163.0,3589.0,9.0,13.0,11.0,481953.0,2157.0,956.0,264.0,373.0,11.0,,6162.0,889.0,46.0,215.0,11.0,54.0,1.0,32.0,43.0,39.0,4.0,10.0,,,2.0,4.0,,,,,,17.0,1.0,4.0,,,1.0,,4.0,2191.0,3.0,1.0,,2.0,,2.0,,1.0,,,,63.0,11.0,5.0,12.0,,1.0,,,,,,2.0,,,,3.0,1.0,,,,,,4.0,,,,2.0,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.0,24582.0,157.0,1779.0,1022118.0,941.0,,16.0,288.0,403.0,1.0,2747.0,8513.0,673.0,5460.0,84.0,1450.0,9.0,108.0,63.0,262.0,33.0,40.0,19.0,95.0,76559.0,56.0,419.0,987.0,184.0,3213.0,9.0,13.0,11.0,459660.0,2157.0,956.0,258.0,373.0,20.0,,6791.0,889.0,65.0,215.0,11.0,81.0,1.0,32.0,43.0,39.0,1.0,33.0,,,2.0,4.0,,,,,,17.0,1.0,4.0,,,1.0,,13.0,2045.0,3.0,1.0,,2.0,,2.0,,1.0,,,,16.0,2.0,5.0,12.0,,1.0,,,,,,2.0,,,,3.0,1.0,,,,,,4.0,,,,2.0,4.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536822000000,1189.0,24068.0,148.0,1831.0,1062502.0,678.0,,26.0,308.0,536.0,,2747.0,7118.0,586.0,5494.0,67.0,1619.0,15.0,140.0,81.0,313.0,20.0,28.0,19.0,127.0,56156.0,96.0,415.0,241.0,136.0,3614.0,12.0,16.0,,452820.0,2608.0,1194.0,236.0,338.0,21.0,4.0,8551.0,808.0,40.0,216.0,4.0,81.0,1.0,48.0,25.0,16.0,1.0,33.0,1.0,3.0,,6.0,,1.0,,6.0,,,1.0,1.0,,,,,27.0,2045.0,,3.0,,3.0,3.0,3.0,,,1.0,,3.0,16.0,20.0,11.0,2.0,2.0,,1.0,,,,2.0,,,1.0,,,,,1.0,,,,,,,1.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.0,24068.0,157.0,1831.0,1022118.0,678.0,,26.0,288.0,403.0,,2747.0,8513.0,586.0,5494.0,84.0,1619.0,5.0,140.0,81.0,313.0,20.0,40.0,19.0,95.0,22776.0,56.0,419.0,987.0,136.0,3636.0,12.0,16.0,,459660.0,2608.0,1194.0,258.0,373.0,21.0,4.0,8828.0,808.0,65.0,215.0,4.0,81.0,1.0,48.0,43.0,16.0,1.0,33.0,1.0,3.0,,6.0,,1.0,,6.0,,,1.0,1.0,,,,,27.0,2045.0,,3.0,,3.0,3.0,3.0,,,1.0,,3.0,16.0,20.0,11.0,2.0,2.0,,1.0,,,,2.0,,,1.0,,,,,1.0,,,,,,,1.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536822300000,1264.0,25447.0,128.0,1786.0,1051609.0,641.0,,15.0,309.0,468.0,,4811.0,7129.0,490.0,4881.0,66.0,1418.0,5.0,177.0,46.0,301.0,18.0,40.0,19.0,98.0,57511.0,52.0,405.0,387.0,99.0,3481.0,12.0,22.0,,433150.0,2152.0,1151.0,258.0,339.0,59.0,1.0,8828.0,924.0,59.0,192.0,2.0,106.0,1.0,35.0,29.0,31.0,5.0,17.0,1.0,,6.0,2.0,,,,12.0,,1.0,,,,,,,17.0,1091.0,5.0,3.0,,2.0,,,3.0,,,,4.0,33.0,7.0,3.0,2.0,,1.0,,,,,,1.0,,,,3.0,,,,,,,4.0,,,,5.0,7.0,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1105.0,25447.0,157.0,1786.0,1051609.0,641.0,,15.0,288.0,485.0,,2747.0,8513.0,586.0,4881.0,66.0,1418.0,5.0,177.0,46.0,301.0,17.0,40.0,19.0,98.0,22776.0,52.0,374.0,987.0,99.0,3636.0,12.0,22.0,,433150.0,2608.0,1151.0,258.0,339.0,59.0,1.0,8828.0,924.0,74.0,192.0,2.0,81.0,1.0,48.0,29.0,31.0,1.0,17.0,1.0,,6.0,2.0,,,,12.0,,1.0,,,,,,,54.0,1747.0,5.0,3.0,,2.0,,,3.0,,,,3.0,33.0,7.0,3.0,2.0,,1.0,,,,,,1.0,,,,3.0,,,,,,,4.0,,,,5.0,7.0,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1536822600000,1122.0,24049.0,228.0,1573.0,1049885.0,618.0,,11.0,280.0,485.0,2.0,3412.0,8490.0,482.0,5481.0,20.0,1883.0,2.0,110.0,50.0,305.0,,30.0,20.0,82.0,59274.0,53.0,374.0,370.0,132.0,3636.0,22.0,20.0,,460627.0,2383.0,1225.0,266.0,438.0,17.0,2.0,6837.0,860.0,74.0,126.0,2.0,166.0,,57.0,81.0,14.0,13.0,8.0,1.0,,,5.0,2.0,1.0,,1.0,,,7.0,1.0,1.0,,,,54.0,1747.0,,,2.0,,2.0,1.0,,,,,,139.0,11.0,3.0,8.0,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,4.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.0,24049.0,157.0,1786.0,1049885.0,599.0,,15.0,288.0,485.0,2.0,3412.0,8513.0,482.0,5481.0,66.0,1883.0,5.0,110.0,50.0,251.0,,30.0,19.0,82.0,22776.0,52.0,374.0,370.0,99.0,3636.0,22.0,25.0,,433150.0,2160.0,1225.0,239.0,339.0,17.0,1.0,6837.0,924.0,74.0,192.0,2.0,81.0,,57.0,81.0,14.0,13.0,8.0,1.0,,,5.0,2.0,1.0,,12.0,,,7.0,1.0,1.0,,,,54.0,1747.0,,,2.0,,2.0,1.0,,,,,,33.0,7.0,3.0,8.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,4.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536822900000,1105.0,23386.0,210.0,3462.0,1069813.0,599.0,,15.0,341.0,410.0,2.0,2497.0,6807.0,522.0,5611.0,116.0,1620.0,5.0,114.0,54.0,431.0,17.0,47.0,22.0,138.0,75709.0,52.0,293.0,196.0,122.0,3474.0,15.0,25.0,89.0,466884.0,2160.0,1386.0,233.0,226.0,16.0,1.0,5815.0,854.0,49.0,133.0,1.0,66.0,,36.0,42.0,25.0,3.0,5.0,,,1.0,9.0,,,,4.0,,,2.0,3.0,3.0,,,,6.0,1832.0,,1.0,,,,,,1.0,1.0,,2.0,27.0,7.0,7.0,3.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,5.0,3.0,,19.0,5.0,,,,,,,1.0,,,,,,,,,,6.0,,,,,,,,,,,1105.0,23386.0,157.0,1414.0,1069813.0,599.0,,15.0,288.0,485.0,2.0,2497.0,8513.0,522.0,5611.0,116.0,1244.0,5.0,114.0,54.0,251.0,17.0,47.0,22.0,172.0,22776.0,52.0,293.0,196.0,99.0,3636.0,15.0,25.0,89.0,433150.0,2160.0,1151.0,233.0,285.0,17.0,1.0,6837.0,854.0,74.0,133.0,1.0,81.0,,36.0,42.0,25.0,3.0,8.0,,,1.0,9.0,,,,4.0,,,2.0,3.0,3.0,,,,6.0,1747.0,,1.0,,,,,,1.0,1.0,,2.0,27.0,7.0,7.0,8.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,5.0,3.0,,19.0,5.0,,,,,,,1.0,,,,,,,,,,6.0,,,,,,,,,,
1536823200000,1177.0,23667.0,152.0,1414.0,1066538.0,674.0,,26.0,337.0,360.0,,2488.0,7897.0,578.0,5601.0,67.0,2155.0,4.0,93.0,51.0,335.0,45.0,45.0,34.0,137.0,68538.0,50.0,273.0,541.0,150.0,3015.0,8.0,27.0,,457005.0,2173.0,1200.0,189.0,370.0,15.0,4.0,6387.0,871.0,65.0,324.0,1.0,81.0,1.0,32.0,34.0,1.0,1.0,12.0,3.0,,,1.0,,,,1.0,,,,4.0,,,,,,1609.0,5.0,,,,,,,,,,1.0,150.0,12.0,9.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,5.0,8.0,,19.0,,,,,,,,,1.0,,,,,,,,,6.0,,,,,,,,,,,1105.0,23386.0,157.0,1414.0,1066538.0,666.0,,26.0,288.0,360.0,,2488.0,8513.0,578.0,5650.0,67.0,1244.0,5.0,124.0,51.0,335.0,27.0,53.0,34.0,172.0,22776.0,47.0,273.0,541.0,150.0,4393.0,8.0,55.0,,433150.0,2173.0,1200.0,233.0,285.0,21.0,1.0,6058.0,871.0,65.0,324.0,6.0,81.0,1.0,32.0,34.0,1.0,1.0,12.0,3.0,,,1.0,,,,1.0,,,,4.0,,,,,,1039.0,5.0,,,,,,,,,,1.0,27.0,12.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,5.0,8.0,,19.0,,,,,,,,,1.0,,,,,,,,,12.0,,,,,,,,,,
1536823500000,1113.0,23804.0,183.0,2544.0,1049307.0,666.0,,36.0,337.0,283.0,1.0,2405.0,7428.0,672.0,5650.0,63.0,1977.0,,124.0,51.0,251.0,27.0,44.0,24.0,172.0,79520.0,47.0,302.0,155.0,125.0,4393.0,8.0,55.0,49.0,447998.0,2347.0,1383.0,276.0,285.0,21.0,,4881.0,832.0,59.0,119.0,6.0,29.0,,55.0,28.0,27.0,2.0,72.0,9.0,,1.0,1.0,,1.0,,1.0,,10.0,3.0,28.0,,,,,7.0,1539.0,25.0,,,,,,,,,,6.0,91.0,6.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,4.0,,,,4.0,8.0,,16.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,1113.0,23667.0,157.0,1414.0,1066538.0,666.0,,26.0,288.0,360.0,1.0,2488.0,8513.0,672.0,5650.0,63.0,1977.0,,124.0,51.0,335.0,27.0,44.0,24.0,172.0,79520.0,47.0,302.0,155.0,125.0,4393.0,8.0,55.0,49.0,433150.0,2347.0,1383.0,413.0,285.0,21.0,,4881.0,871.0,59.0,119.0,6.0,29.0,,32.0,28.0,27.0,2.0,72.0,9.0,,1.0,1.0,,1.0,,1.0,,10.0,2.0,28.0,,,,,4.0,1039.0,25.0,,,,,,,,,,1.0,92.0,6.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,4.0,,,,4.0,8.0,,16.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,
1536823800000,1244.0,22373.0,194.0,1772.0,1041129.0,535.0,,36.0,342.0,355.0,,2420.0,7046.0,629.0,5692.0,76.0,1877.0,2.0,107.0,48.0,328.0,8.0,88.0,34.0,101.0,65487.0,76.0,264.0,190.0,113.0,4156.0,13.0,116.0,6.0,457844.0,2346.0,1312.0,413.0,219.0,16.0,1.0,6058.0,1056.0,50.0,93.0,7.0,292.0,1.0,36.0,73.0,8.0,2.0,184.0,2.0,,,,2.0,,,6.0,,,,41.0,7.0,,,,4.0,1039.0,10.0,,,2.0,,2.0,,,,,2.0,73.0,4.0,8.0,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,9.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.0,22228.0,157.0,1772.0,1041129.0,666.0,,36.0,288.0,355.0,,2420.0,8513.0,629.0,5650.0,63.0,1877.0,2.0,93.0,48.0,251.0,8.0,44.0,34.0,101.0,79520.0,47.0,302.0,190.0,113.0,4156.0,13.0,116.0,6.0,433150.0,2346.0,1312.0,413.0,285.0,16.0,1.0,4881.0,847.0,59.0,119.0,7.0,29.0,1.0,40.0,73.0,8.0,2.0,184.0,2.0,,,,2.0,,,6.0,,,,41.0,7.0,,,,4.0,1039.0,10.0,,,2.0,,1.0,,,,,2.0,92.0,6.0,8.0,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,9.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536824100000,1454.0,22228.0,186.0,2936.0,1031437.0,568.0,,57.0,397.0,397.0,2.0,2371.0,7363.0,591.0,5804.0,71.0,1684.0,6.0,73.0,130.0,365.0,57.0,54.0,29.0,104.0,44482.0,65.0,294.0,203.0,116.0,4146.0,7.0,32.0,,436637.0,2531.0,1259.0,319.0,357.0,87.0,1.0,7050.0,847.0,45.0,52.0,7.0,60.0,1.0,40.0,65.0,55.0,10.0,311.0,,,,1.0,,,1.0,29.0,,,2.0,14.0,24.0,,,,20.0,942.0,,3.0,8.0,,,2.0,1.0,,,,5.0,92.0,44.0,6.0,,,,,,,,,,,,,,,,9.0,,,,,,,,4.0,5.0,,18.0,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1454.0,22228.0,157.0,2936.0,1031437.0,568.0,,36.0,288.0,355.0,2.0,2420.0,8513.0,629.0,5804.0,59.0,1684.0,3.0,93.0,130.0,251.0,8.0,53.0,29.0,104.0,79520.0,65.0,294.0,190.0,173.0,4146.0,7.0,116.0,,433150.0,2531.0,1312.0,413.0,369.0,87.0,1.0,6058.0,847.0,59.0,99.0,7.0,292.0,1.0,40.0,73.0,55.0,10.0,311.0,,,,1.0,,,1.0,6.0,,,2.0,41.0,24.0,,,,4.0,942.0,,1.0,8.0,,,1.0,1.0,,,,1.0,92.0,44.0,6.0,,,,,,,,,,,,,,,,6.0,,,,,,,,4.0,5.0,,18.0,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
1536824400000,1202.0,23372.0,220.0,2927.0,1047957.0,499.0,,47.0,363.0,502.0,6.0,2160.0,6516.0,601.0,5613.0,59.0,2090.0,3.0,81.0,74.0,291.0,105.0,53.0,20.0,112.0,73776.0,48.0,295.0,388.0,173.0,3901.0,11.0,25.0,56.0,422595.0,2380.0,1082.0,254.0,369.0,61.0,1.0,6886.0,976.0,45.0,99.0,11.0,112.0,1.0,40.0,46.0,1.0,3.0,503.0,1.0,,2.0,,,,,3.0,,9.0,1.0,1.0,5.0,,,,4.0,2006.0,,,,,,1.0,,,,,3.0,22.0,73.0,3.0,2.0,,,,,,,,,,1.0,,3.0,,,6.0,,,,,,,,4.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1202.0,23372.0,157.0,2936.0,1047957.0,499.0,,47.0,288.0,486.0,6.0,2420.0,8513.0,601.0,5804.0,59.0,1684.0,3.0,81.0,74.0,291.0,12.0,53.0,20.0,104.0,79520.0,65.0,275.0,388.0,173.0,4146.0,11.0,40.0,56.0,433150.0,2380.0,1259.0,254.0,369.0,61.0,1.0,6886.0,853.0,45.0,99.0,11.0,292.0,1.0,40.0,73.0,55.0,10.0,311.0,1.0,,2.0,,,,,3.0,,1.0,1.0,1.0,5.0,,,,4.0,2006.0,,,,,,1.0,,,,,1.0,22.0,73.0,3.0,2.0,,,,,,,,,,1.0,,3.0,,,6.0,,,,,,,,4.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
1536824700000,1746.0,22043.0,135.0,1706.0,1041041.0,509.0,,46.0,425.0,486.0,1.0,2385.0,6928.0,698.0,6618.0,59.0,1719.0,5.0,101.0,64.0,397.0,12.0,37.0,65.0,87.0,44877.0,50.0,275.0,408.0,90.0,3499.0,14.0,40.0,79.0,416876.0,3239.0,1104.0,284.0,345.0,22.0,,5605.0,853.0,51.0,160.0,31.0,54.0,1.0,36.0,31.0,33.0,32.0,489.0,,,,1.0,1.0,,,20.0,,1.0,4.0,,,,,,12.0,1517.0,5.0,1.0,,,,1.0,1.0,,,,1.0,46.0,48.0,8.0,2.0,,,,,,,,,,,,3.0,,,6.0,,,,,,,,9.0,,,16.0,9.0,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,1454.0,22043.0,157.0,1571.0,1041041.0,509.0,,46.0,288.0,486.0,1.0,2385.0,8513.0,698.0,6618.0,59.0,2197.0,5.0,81.0,64.0,401.0,12.0,37.0,20.0,87.0,79520.0,65.0,275.0,388.0,97.0,3561.0,14.0,40.0,79.0,416876.0,2380.0,1104.0,413.0,345.0,22.0,,6886.0,853.0,51.0,160.0,31.0,61.0,1.0,36.0,73.0,33.0,32.0,489.0,,,,1.0,1.0,,,20.0,,1.0,1.0,,,,,,12.0,2006.0,5.0,1.0,,,,1.0,1.0,,,,1.0,46.0,73.0,8.0,2.0,,,,,,,,,,,,3.0,,,6.0,,,,,,,,9.0,,,15.0,9.0,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,
1536825000000,1648.0,22699.0,290.0,1571.0,1011886.0,894.0,,30.0,282.0,404.0,1.0,2781.0,6877.0,766.0,6265.0,72.0,2197.0,7.0,71.0,39.0,562.0,43.0,62.0,46.0,128.0,47178.0,53.0,314.0,1150.0,97.0,3561.0,12.0,34.0,22.0,424128.0,2680.0,1013.0,245.0,212.0,22.0,43.0,6243.0,787.0,102.0,36.0,2.0,61.0,,30.0,42.0,32.0,22.0,514.0,,,,,11.0,,,,,,,,2.0,,,,2.0,1479.0,2.0,1.0,,2.0,,,,,,,,22.0,20.0,5.0,1.0,1.0,,,,,,,,,,,,,,6.0,,,,,,,,6.0,1.0,,15.0,12.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1454.0,22699.0,157.0,1571.0,1011886.0,894.0,,30.0,288.0,404.0,1.0,2781.0,8513.0,766.0,6265.0,72.0,2197.0,7.0,99.0,39.0,401.0,43.0,62.0,46.0,128.0,79520.0,65.0,314.0,388.0,97.0,3561.0,14.0,34.0,79.0,424128.0,2380.0,1013.0,252.0,345.0,22.0,1.0,6886.0,853.0,51.0,36.0,2.0,61.0,,30.0,62.0,32.0,22.0,514.0,,,,,11.0,,,,,,,,2.0,,,,2.0,1609.0,2.0,1.0,,2.0,,,,,,,,46.0,20.0,5.0,1.0,1.0,,,,,,,,,,,,,,6.0,,,,,,,,6.0,1.0,,15.0,12.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
