i15,e04,c2,p35,l3,1789
i38,e11,c1,p28,l2,50
i38,e10,c4,p04,l3,27
i13,e11,c5,p11,l3,18
i02,e01,c1,p20,l3,6
i34,e03,c5,p06,l3,23
i06,e12,c5,p28,l3,530
i41,e09,c1,p10,l3,30
i05,e12,c1,p35,l3,95
i42,e05,c3,p11,l3,14
i02,e08,c1,p32,l3,58
i07,e04,c5,p18,l3,13
i21,e01,c1,p01,l3,1
i22,e05,c5,p05,l3,1
i30,e01,c1,p24,l3,9
i20,e04,c5,p21,l3,1
i41,e07,c1,p07,l3,2
i17,e04,c5,p29,l3,55
i17,e04,c5,p16,l3,52
i19,e08,c5,p10,l3,45
i14,e08,c5,p04,l3,14
i23,e04,c5,p35,l3,7
i17,e08,c5,p05,l3,71
i13,e03,c5,p03,l3,1
i05,e01,c1,p03,l3,18
i30,e01,c1,p19,l3,20
i38,e11,c4,p20,l2,2
i05,e06,c1,p10,l3,22
i17,e04,c5,p22,l3,9
i13,e11,c5,p04,l3,2
i41,e08,c1,p02,l3,4
i34,e01,c5,p23,l3,3
i14,e04,c5,p20,l3,12
i38,e12,c1,p22,l3,1
i38,e04,c1,p31,l1,8
i39,e09,c5,p25,l3,4
i14,e08,c5,p10,l3,19
i03,e10,c5,p19,l3,4
i29,e09,c5,p15,l3,1
i67,e01,c5,p10,l3,2
i29,e04,c5,p19,l3,1
i14,e05,c5,p19,l3,6
i34,e09,c5,p23,l3,1
i38,e08,c4,p12,l2,1
i13,e08,c5,p15,l3,17
i02,e11,c1,p11,l3,1
i38,e01,c4,p17,l3,1
i16,e09,c5,p24,l3,8
i39,e09,c5,p31,l3,1
i14,e04,c5,p11,l3,1
i38,e06,c7,p32,l3,9
i06,e02,c5,p13,l1,2
i06,e10,c3,p09,l3,1
i38,e09,c1,p28,l2,5
i06,e01,c5,p31,l3,7
i34,e04,c5,p17,l3,1
i19,e11,c3,p10,l3,2
i23,e03,c5,p24,l3,1
i33,e01,c1,p21,l3,2
i12,e09,c5,p16,l3,1
i14,e04,c5,p24,l3,1
i16,e04,c5,p22,l3,2
i06,e10,c3,p10,l2,1
i38,e10,c1,p23,l1,1
i06,e10,c5,p06,l3,24746
i38,e10,c1,p09,l3,4090
i38,e10,c1,p22,l3,2166
i38,e11,c1,p19,l2,683
i63,e10,c1,p10,l2,371
i06,e08,c5,p15,l2,3304
i17,e04,c5,p12,l3,33
i06,e04,c5,p01,l1,183
i46,e08,c1,p13,l3,32
i100,e11,c5,p35,l3,6
i41,e07,c1,p10,l3,36
i06,e11,c5,p09,l2,181
i06,e12,c5,p07,l3,227
i17,e11,c5,p14,l3,43
i06,e11,c5,p06,l2,405
i06,e04,c5,p18,l1,117
i38,e10,c1,p21,l1,24
i17,e01,c5,p01,l3,16
i48,e11,c1,p19,l3,3
i38,e08,c1,p21,l2,220
i39,e04,c5,p05,l3,70
i38,e10,c4,p24,l3,48
i02,e04,c1,p14,l3,72
i06,e04,c5,p02,l1,84
i30,e09,c1,p04,l3,7
i38,e09,c1,p29,l2,31
i23,e01,c5,p35,l3,4
i39,e09,c5,p22,l3,8
i23,e04,c5,p03,l3,8
i13,e11,c5,p06,l3,12
i16,e04,c5,p03,l3,6
i21,e03,c1,p05,l3,1
i38,e07,c1,p19,l2,18
i25,e10,c5,p05,l4,3
i05,e01,c1,p21,l3,9
i17,e08,c5,p29,l3,29
i41,e09,c1,p16,l3,1
i23,e03,c5,p19,l3,11
i38,e01,c1,p06,l3,4
i13,e11,c5,p24,l3,12
i24,e04,c1,p35,l3,7
i34,e08,c5,p07,l3,2
i05,e09,c1,p25,l3,5
i46,e04,c1,p21,l3,2
i06,e08,c3,p10,l2,10
i48,e11,c1,p17,l3,6
i34,e08,c5,p05,l3,8
i07,e08,c5,p02,l3,2
i23,e01,c5,p21,l3,2
i38,e10,c7,p16,l4,3
i13,e03,c5,p11,l3,2
i32,e04,c5,p35,l3,6
i39,e09,c5,p16,l3,12
i14,e12,c5,p19,l3,2
i14,e11,c5,p19,l3,7
i27,e04,c5,p28,l3,2
i06,e07,c5,p08,l2,2
i23,e03,c5,p18,l3,2
i43,e09,c1,p21,l3,2
i05,e08,c1,p06,l3,1
i17,e04,c5,p26,l3,3
i09,e01,c5,p07,l3,2
i38,e07,c1,p05,l2,3
i34,e04,c5,p08,l3,3
i05,e06,c1,p32,l3,1
i67,e10,c5,p12,l3,2
i38,e11,c4,p13,l2,1
i14,e11,c5,p16,l3,1
i38,e10,c4,p23,l1,1
i21,e04,c1,p16,l3,1
i03,e08,c5,p13,l3,1
i23,e01,c5,p16,l3,1
i06,e10,c5,p35,l3,22800
i06,e10,c5,p07,l4,2103
i38,e11,c1,p32,l2,27
i38,e10,c4,p17,l2,2
i38,e10,c1,unknown,l3,38
i06,e10,c3,p16,l3,298
i41,e08,c1,p35,l3,39
i38,e04,c1,p07,l1,68
i06,e01,c5,p10,l3,254
i06,e10,c5,p20,l4,452
i38,e06,c4,p35,l3,15
i38,e09,c1,p13,l2,235
i07,e08,c5,p35,l3,488
i38,e09,c1,p12,l2,40
i38,e01,c1,p17,l3,77
i23,e09,c5,p10,l3,8
i02,e08,c1,p15,l3,497
i63,e10,c1,p01,l3,95
i06,e04,c5,p05,l1,335
i06,e12,c5,p01,l3,414
i38,e09,c1,p23,l2,19
i34,e03,c5,p21,l3,87
i05,e12,c1,p01,l3,22
i02,e09,c1,p06,l3,74
i17,e11,c5,p15,l3,15
i05,e03,c1,p06,l3,1
i12,e01,c5,p29,l3,2
i06,e11,c5,p31,l2,64
i26,e11,c1,p35,l3,23
i41,e04,c1,p15,l3,9
i25,e10,c5,p12,l4,7
i02,e01,c1,p06,l3,33
i05,e07,c1,p35,l3,11
i17,e04,c5,p31,l3,27
i06,e04,c5,p23,l1,103
i38,e06,c1,p20,l3,22
i13,e12,c5,p11,l3,7
i19,e01,c5,p10,l3,99
i39,e09,c5,p21,l3,19
i05,e08,c1,p15,l3,3
i14,e08,c5,p23,l3,53
i17,e08,c5,p07,l3,43
i43,e01,c1,p01,l3,6
i29,e04,c5,p17,l3,2
i38,e08,c7,p13,l2,6
i16,e01,c5,p02,l3,5
i38,e10,c4,p28,l3,18
i05,e01,c1,p04,l3,8
i16,e08,c5,p03,l3,14
i41,e04,c1,p11,l3,7
i30,e04,c1,p04,l3,3
i14,e08,c5,p06,l3,3
i06,e07,c5,p19,l2,3
i06,e11,c3,p10,l2,4
i46,e08,c4,p10,l3,8
i03,e10,c5,p07,l3,2
i16,e08,c5,p24,l3,18
i17,e01,c5,p07,l3,10
i14,e08,c5,p01,l3,21
i38,e11,c4,p23,l2,2
i46,e09,c1,p15,l3,3
i05,e12,c1,p07,l3,10
i38,e09,c1,p35,l2,4
i16,e09,c5,p06,l3,2
i16,e04,c5,p14,l3,3
i39,e09,c5,p09,l3,1
i06,e10,c3,p09,l4,2
i06,e07,c5,p07,l2,1
i12,e04,c5,p29,l3,4
i38,e12,c1,p23,l3,3
i39,e04,c5,p20,l3,2
i14,e11,c5,p32,l3,1
i14,e11,c5,p11,l3,1
i17,e09,c5,p32,l3,1
i17,e08,c5,p28,l3,2
i48,e04,c1,p35,l3,1
i17,e01,c5,p08,l3,2
i41,e07,c1,p28,l3,1
i27,e04,c5,p07,l3,1
i14,e12,c5,p35,l3,1
i13,e03,c5,p35,l3,1
i38,e05,c1,p31,l1,1
i65,e01,c3,p10,l3,1
i05,e08,c1,p04,l3,3
i26,e09,c1,p35,l3,1
i06,e05,c5,p24,l1,1
i38,e10,c1,p07,l3,13258
i06,e10,c5,p10,l2,362
i38,e10,c4,p18,l3,484
i02,e08,c1,p16,l3,613
i19,e10,c5,p35,l2,6
i02,e09,c1,p16,l3,79
i38,e06,c1,p21,l3,402
i38,e11,c1,p02,l2,91
i67,e09,c5,p16,l3,3
i38,e10,c4,p16,l4,21
i06,e08,c5,p28,l2,1338
i06,e01,c5,p01,l3,117
i06,e12,c5,p05,l3,424
i06,e08,c5,p32,l2,1033
i17,e09,c5,p18,l3,11
i06,e12,c5,p18,l3,506
i02,e01,c1,p14,l3,83
i06,e10,c5,p07,l1,38
i06,e10,c3,p05,l4,18
i34,e08,c5,p24,l3,22
i17,e08,c5,p08,l3,43
i17,e04,c5,p19,l3,117
i32,e11,c5,p15,l3,3
i06,e12,c5,p02,l3,126
i05,e03,c1,p11,l3,3
i06,e11,c5,p26,l2,20
i18,e05,c1,p35,l3,1
i63,e10,c1,p35,l3,8
i05,e12,c1,p31,l3,11
i38,e04,c1,p24,l1,19
i20,e04,c5,p10,l3,1
i01,e01,c1,p03,l3,5
i13,e04,c5,p24,l3,2
i39,e04,c5,p09,l3,3
i22,e05,c5,p12,l3,1
i38,e10,c4,p32,l2,1
i14,e01,c5,p08,l3,5
i38,e04,c4,p10,l1,4
i05,e01,c1,unknown,l3,1
i71,e09,c1,p10,l3,1
i67,e01,c5,p03,l3,1
i41,e04,c1,p12,l3,3
i46,e08,c1,p12,l3,6
i06,e10,c3,p24,l1,1
i16,e11,c5,p16,l3,1
i38,e10,c4,p31,l4,1
i06,e01,c5,unknown,l3,2
i23,e03,c5,p21,l3,1
i34,e09,c5,p15,l3,5
i12,e01,c5,p16,l3,2
i33,e04,c1,p19,l3,1
i38,e09,c7,p10,l2,1
i46,e04,c1,p22,l3,1
i80,e09,c3,p35,l3,1
i46,e09,c1,p03,l3,1
i16,e09,c5,p02,l3,2
i14,e04,c5,p18,l3,1
i05,e06,c1,p26,l3,1
i05,e03,c1,p16,l3,1
i38,e11,c1,unknown,l2,1
i38,e10,c1,p35,l4,576
i38,e10,c1,p19,l4,6221
i38,e11,c1,p07,l2,185
i06,e10,c5,p20,l3,4941
i06,e04,c5,p24,l1,191
i34,e03,c5,p19,l3,297
i46,e11,c1,p20,l3,424
i38,e12,c1,p12,l3,359
i38,e12,c1,p05,l3,48
i06,e10,c3,p18,l3,97
i06,e11,c5,p12,l2,435
i02,e04,c1,p05,l3,90
i38,e08,c1,p01,l2,413
i17,e11,c5,p17,l3,38
i39,e04,c5,p16,l3,24
i02,e01,c1,p29,l3,41
i42,e05,c5,p10,l3,1
i16,e04,c5,p05,l3,4
i34,e04,c5,p12,l3,33
i05,e06,c1,p16,l3,3
i34,e08,c5,p17,l3,9
i46,e08,c1,p29,l3,13
i21,e01,c1,p11,l3,2
i07,e12,c5,p02,l3,1
i38,e01,c1,p23,l3,18
i74,e04,c5,p04,l3,1
i06,e10,c3,p07,l3,8
i12,e04,c5,p19,l3,35
i63,e03,c1,p10,l3,9
i38,e06,c7,p10,l3,23
i06,e04,c3,p10,l1,12
i38,e12,c4,p16,l3,3
i06,e08,c3,p12,l2,4
i84,e09,c1,p35,l3,1
i06,e01,c5,p20,l3,13
i16,e08,c5,p11,l3,10
i12,e04,c5,p05,l3,1
i46,e08,c1,p17,l3,2
i13,e04,c5,p05,l3,1
i42,e02,c5,p12,l3,1
i34,e09,c5,p21,l3,5
i06,e02,c5,p16,l1,1
i06,e10,c3,p15,l1,1
i01,e01,c1,p06,l3,5
i14,e08,c5,p20,l3,7
i50,e04,c1,p35,l3,6
i03,e01,c5,p10,l3,8
i03,e08,c5,p10,l3,4
i03,e10,c5,p17,l3,2
i06,e10,c3,p35,l4,8
i32,e11,c5,p05,l3,8
i01,e09,c1,p11,l3,2
i06,e10,c3,p21,l4,11
i06,e07,c5,p22,l2,1
i16,e01,c5,p16,l3,5
i34,e08,c5,p14,l3,5
i13,e08,c5,p28,l3,1
i38,e10,c4,p18,l2,3
i30,e09,c1,p11,l3,3
i03,e04,c5,p16,l3,3
i16,e01,c3,p15,l3,1
i42,e05,c5,p25,l3,1
i38,e07,c1,p11,l2,2
i13,e09,c5,p07,l3,1
i05,e07,c1,p12,l3,1
i38,e11,c1,unknown,l2,1
i07,e09,c5,p07,l3,1
i48,e11,c1,p07,l3,1
i34,e01,c5,p18,l3,1
i05,e09,c1,p06,l3,1
i06,e02,c5,p03,l1,1
i06,e12,c5,p09,l3,102
i38,e10,c1,p05,l3,13137
i06,e10,c5,p19,l2,169
i06,e11,c5,p15,l2,832
i38,e10,c1,p29,l4,987
i06,e04,c5,p16,l1,173
i06,e10,c5,p09,l3,14704
i38,e10,c1,p17,l2,69
i27,e08,c5,p28,l3,6
i06,e12,c5,p29,l3,168
i17,e01,c5,p13,l3,18
i06,e10,c5,p03,l4,2882
i16,e08,c5,p01,l3,16
i06,e10,c5,p21,l2,133
i06,e10,c5,p11,l2,64
i06,e10,c5,p24,l4,1879
i38,e10,c1,p28,l2,28
i38,e10,c1,p31,l3,532
i38,e01,c1,p01,l3,110
i02,e04,c1,p25,l3,26
i43,e08,c1,p16,l3,22
i05,e12,c1,p21,l3,13
i39,e01,c5,p01,l3,8
i06,e01,c5,p23,l3,36
i38,e06,c4,p10,l3,30
i38,e10,c1,p18,l1,12
i34,e08,c5,p21,l3,12
i07,e04,c5,p35,l3,75
i01,e09,c1,p07,l3,2
i06,e11,c5,p28,l2,123
i38,e09,c1,p11,l2,67
i17,e09,c5,p07,l3,2
i38,e10,c4,p12,l4,19
i08,e01,c1,p10,l3,2
i34,e09,c5,p12,l3,25
i05,e03,c1,p17,l3,5
i13,e08,c5,p06,l3,4
i05,e09,c1,p01,l3,11
i27,e09,c5,p13,l3,3
i17,e09,c5,p19,l3,25
i30,e09,c1,p17,l3,1
i12,e04,c5,p10,l3,8
i18,e04,c1,p35,l3,32
i07,e01,c5,p16,l3,2
i50,e01,c1,p35,l3,9
i09,e04,c5,p17,l3,2
i23,e10,c5,p10,l3,17
i06,e09,c5,p20,l2,13
i46,e08,c1,p05,l3,6
i12,e04,c5,p11,l3,10
i39,e04,c5,p23,l3,7
i05,e09,c1,p04,l3,9
i17,e01,c5,p35,l3,4
i38,e07,c4,p32,l2,5
i05,e12,c1,p25,l3,4
i33,e01,c1,p10,l3,1
i16,e09,c5,p13,l3,1
i17,e08,c5,p23,l3,12
i29,e09,c5,p10,l3,4
i42,e02,c5,p01,l3,1
i38,e10,c4,p35,l4,5
i38,e10,c1,unknown,l4,5
i31,e12,c1,p35,l3,2
i43,e09,c1,p29,l3,2
i23,e01,c5,p05,l3,1
i07,e12,c5,p05,l3,2
i12,e09,c5,p19,l3,8
i16,e01,c5,p03,l3,3
i42,e05,c5,p06,l3,1
i06,e05,c5,p01,l1,2
i41,e09,c1,p22,l3,1
i21,e04,c1,p10,l3,3
i01,e09,c1,p19,l3,1
i21,e01,c1,p02,l3,4
i14,e04,c5,p03,l3,1
i05,e12,c1,p28,l3,2
i30,e04,c1,p02,l3,4
i38,e11,c1,unknown,l2,1
i25,e12,c5,p16,l3,1
i13,e04,c5,p02,l3,1
i41,e01,c1,p17,l3,1
i07,e08,c5,p18,l3,2
i22,e05,c5,p07,l3,1
i07,e09,c5,p02,l3,1
i33,e09,c1,p19,l3,1
i39,e01,c5,p20,l3,22
i38,e10,c1,p09,l2,41
i02,e04,c1,p09,l3,22
i17,e01,c5,p03,l3,37
i01,e08,c1,p04,l3,6
i06,e10,c5,p07,l3,34134
i06,e12,c5,p16,l3,347
i06,e10,c5,p17,l3,33785
i06,e08,c5,p17,l2,1775
i02,e08,c1,p19,l3,2156
i06,e01,c5,p02,l3,43
i111,e01,c1,p07,l3,1
i38,e10,c1,p05,l1,32
i46,e11,c1,p19,l3,60
i06,e01,c5,p07,l3,104
i06,e09,c5,p08,l2,16
i13,e08,c5,p01,l3,5
i14,e08,c5,p35,l3,19
i38,e10,c1,p18,l2,64
i38,e10,c1,p34,l4,41
i02,e01,c1,p25,l3,33
i02,e09,c1,p02,l3,15
i38,e09,c1,p14,l2,14
i38,e10,c7,p16,l2,4
i06,e10,c5,p28,l2,20
i66,e09,c3,p35,l3,2
i05,e12,c1,p19,l3,26
i07,e09,c5,p35,l3,20
i41,e04,c1,p32,l3,1
i34,e09,c5,p10,l3,49
i13,e01,c5,p07,l3,2
i21,e01,c1,p12,l3,1
i41,e09,c1,p33,l3,3
i02,e09,c1,p24,l3,22
i16,e09,c5,p10,l3,18
i39,e01,c5,p22,l3,18
i01,e08,c1,p29,l3,25
i16,e08,c5,p04,l3,3
i09,e09,c5,p04,l3,1
i46,e01,c1,p22,l3,3
i43,e01,c1,p09,l3,1
i38,e10,c1,p26,l2,8
i02,e08,c4,p24,l3,21
i38,e11,c1,unknown,l2,1
i33,e03,c1,p03,l3,3
i29,e04,c5,p35,l3,8
i46,e08,c4,p13,l3,6
i17,e09,c5,p33,l3,1
i43,e11,c1,p07,l3,1
i17,e11,c5,p22,l3,10
i05,e09,c1,p24,l3,1
i17,e09,c5,p31,l3,6
i63,e08,c1,p03,l3,1
i06,e09,c3,p10,l2,1
i30,e09,c1,p02,l3,3
i38,e07,c1,p15,l2,1
i05,e12,c1,p02,l3,2
i06,e05,c5,p18,l1,4
i17,e04,c5,p33,l3,1
i31,e05,c1,p35,l3,1
i38,e10,c4,p04,l1,1
i14,e09,c5,p02,l3,3
i29,e01,c5,p10,l3,1
i12,e12,c5,p13,l3,1
i03,e01,c5,p07,l3,2
i07,e12,c5,p17,l3,2
i41,e04,c1,p07,l3,1
i14,e05,c3,p19,l3,1
i30,e01,c1,p01,l3,1
i34,e03,c5,p33,l3,2
i13,e12,c5,p13,l3,1
i05,e03,c1,p13,l3,1
i23,e09,c5,p17,l3,1
i38,e11,c4,p15,l2,2
i21,e09,c1,p12,l3,1
i06,e10,c5,p11,l4,2602
i38,e10,c1,p01,l3,21243
i38,e10,c1,p13,l3,15567
i38,e10,c1,p05,l4,1867
i38,e10,c1,p11,l2,127
i02,e08,c1,p10,l3,906
i06,e10,c5,p22,l4,1090
i02,e08,c1,p14,l3,210
i06,e12,c5,p20,l3,230
i06,e11,c5,p22,l2,185
i06,e12,c5,p19,l3,2098
i06,e08,c5,p21,l2,2636
i06,e11,c5,p24,l2,322
i38,e10,c4,p24,l4,16
i67,e01,c5,p11,l3,1
i06,e11,c5,p02,l2,292
i16,e08,c5,p18,l3,1
i43,e03,c1,p16,l3,1
i06,e01,c5,p04,l3,75
i38,e10,c1,p17,l1,29
i38,e08,c1,p09,l2,93
i06,e01,c5,p06,l3,58
i02,e09,c1,p10,l3,200
i17,e01,c5,p10,l3,73
i39,e01,c5,p11,l3,8
i38,e11,c1,p18,l2,98
i06,e04,c5,p17,l1,137
i41,e08,c1,p21,l3,13
i46,e01,c4,p35,l3,3
i14,e04,c5,p21,l3,22
i05,e08,c1,p22,l3,7
i06,e10,c3,p35,l3,49
i34,e03,c5,p08,l3,8
i06,e12,c5,p13,l3,190
i05,e01,c1,p24,l3,2
i14,e08,c5,p16,l3,15
i17,e01,c5,p12,l3,10
i38,e09,c4,p10,l2,4
i17,e01,c5,p04,l3,18
i34,e09,c5,p35,l3,13
i02,e04,c1,p24,l3,26
i41,e08,c1,p23,l3,3
i38,e07,c1,p03,l2,6
i41,e05,c1,p11,l3,2
i38,e10,c1,p31,l2,4
i43,e04,c1,p15,l3,6
i17,e04,c5,p35,l3,27
i01,e01,c1,p12,l3,1
i39,e09,c5,p12,l3,8
i39,e04,c5,p07,l3,14
i25,e10,c5,p21,l4,7
i41,e11,c1,p11,l3,11
i41,e05,c1,p19,l3,1
i05,e07,c1,p06,l3,3
i06,e10,c5,p33,l1,3
i34,e04,c5,p01,l3,2
i38,e01,c4,p07,l3,2
i03,e04,c5,p07,l3,3
i63,e10,c1,p10,l1,1
i38,e08,c1,p26,l2,1
i41,e04,c1,p21,l3,2
i46,e05,c1,p35,l3,1
i38,e04,c4,p01,l1,1
i34,e01,c5,p08,l3,2
i12,e08,c5,p14,l3,2
i06,e02,c5,p05,l1,2
i03,e10,c5,p23,l3,2
i30,e09,c1,p18,l3,5
i01,e01,c1,p29,l3,1
i38,e12,c4,p19,l3,1
i06,e10,c5,p21,l3,51702
i06,e10,c5,p08,l3,12271
i38,e10,c1,p14,l3,5466
i38,e10,c1,p03,l3,21243
i38,e10,c1,p32,l4,643
i38,e10,c1,p03,l4,3310
i17,e11,c5,p01,l3,119
i02,e08,c1,p25,l3,431
i38,e01,c1,p07,l3,80
i06,e10,c5,p02,l4,969
i38,e11,c1,p01,l2,327
i02,e09,c1,p19,l3,519
i38,e08,c1,p11,l2,280
i02,e01,c1,p10,l3,239
i06,e10,c5,p22,l2,82
i17,e11,c5,p05,l3,60
i17,e01,c5,p21,l3,20
i38,e11,c1,p25,l2,21
i06,e08,c5,p35,l2,1291
i06,e09,c5,p06,l2,47
i30,e09,c1,p19,l3,20
i38,e09,c1,p09,l2,23
i34,e03,c5,p11,l3,108
i06,e10,c3,p11,l4,18
i67,e09,c5,p24,l3,6
i06,e10,c5,p14,l2,52
i06,e01,c5,p08,l3,35
i02,e01,c1,p02,l3,33
i02,e01,c1,p04,l3,115
i06,e12,c5,p10,l3,1691
i19,e10,c5,p10,l2,39
i38,e06,c4,p24,l3,14
i38,e11,c4,p09,l2,2
i49,e08,c1,p19,l3,11
i02,e01,c1,p08,l3,8
i39,e04,c5,p18,l3,40
i01,e08,c1,p12,l3,25
i38,e10,c1,p24,l2,38
i38,e10,c4,p32,l4,16
i17,e08,c5,p21,l3,66
i132,e01,c1,p35,l3,3
i13,e11,c3,p03,l3,15
i22,e05,c5,p09,l3,14
i06,e01,c3,p03,l3,1
i09,e09,c5,p35,l3,3
i17,e11,c5,p06,l3,9
i06,e10,c5,p20,l2,8
i05,e05,c1,p25,l3,1
i02,e04,c1,p32,l3,11
i38,e11,c1,p26,l2,6
i08,e04,c1,p10,l3,5
i34,e01,c5,p09,l3,8
i24,e07,c1,p35,l3,3
i06,e02,c5,p35,l1,3
i12,e04,c5,p18,l3,1
i34,e08,c5,unknown,l3,5
i14,e08,c3,p18,l3,2
i23,e03,c5,p03,l3,7
i38,e10,c1,p32,l2,15
i33,e01,c1,p19,l3,3
i13,e12,c5,p35,l3,4
i16,e01,c5,p24,l3,4
i01,e08,c1,p03,l3,2
i12,e08,c5,p06,l3,2
i09,e04,c5,p35,l3,2
i23,e01,c5,p23,l3,1
i38,e10,c1,p33,l3,4
i01,e09,c1,p13,l3,1
i34,e08,c5,p32,l3,1
i42,e05,c5,p15,l3,3
i10,e05,c3,p21,l3,1
i67,e09,c5,p23,l3,1
i41,e07,c1,p21,l3,5
i23,e01,c5,p15,l3,2
i01,e01,c1,p07,l3,3
i07,e12,c5,p21,l3,1
i38,e07,c1,p16,l2,1
i43,e04,c1,p09,l3,1
i02,e11,c1,p24,l3,1
i05,e03,c1,p21,l3,1
i06,e05,c3,p19,l1,1
i14,e09,c5,p23,l3,1
i46,e09,c1,p21,l3,3
i28,e08,c1,p35,l3,56842
i38,e10,c1,p10,l4,13154
i41,e04,c1,p24,l3,4
i06,e08,c5,p19,l2,6041
i38,e10,c4,p11,l3,117
i02,e08,c1,p20,l3,31
i02,e01,c1,p01,l3,123
i02,e04,c1,p07,l3,94
i38,e09,c1,p21,l2,64
i06,e10,c5,p30,l4,115
i30,e04,c1,p10,l3,32
i30,e04,c1,p19,l3,30
i06,e04,c5,p29,l1,222
i03,e10,c5,p18,l3,4
i02,e01,c1,p03,l3,180
i06,e08,c5,p25,l2,543
i06,e08,c5,p13,l2,1760
i29,e01,c5,p35,l3,14
i05,e12,c1,p18,l3,4
i38,e10,c1,p16,l1,15
i17,e04,c5,p03,l3,77
i14,e04,c5,p15,l3,12
i38,e10,c1,p33,l4,4
i38,e09,c1,p08,l2,18
i07,e01,c5,p35,l3,25
i06,e05,c5,p10,l1,4
i17,e04,c5,p09,l3,32
i41,e07,c1,p03,l3,5
i39,e01,c5,p07,l3,6
i17,e08,c5,p11,l3,45
i17,e08,c5,p14,l3,74
i38,e05,c1,p19,l1,1
i38,e01,c1,p18,l3,32
i17,e01,c5,p26,l3,4
i42,e05,c5,p14,l3,15
i43,e09,c1,p28,l3,2
i06,e10,c5,p32,l2,19
i39,e01,c5,p23,l3,9
i01,e04,c1,p13,l3,4
i16,e04,c5,p04,l3,1
i01,e08,c1,p06,l3,17
i39,e01,c5,p03,l3,13
i14,e08,c3,p32,l3,1
i06,e10,c3,p29,l1,1
i38,e01,c4,p10,l3,6
i66,e04,c3,p25,l3,3
i33,e09,c1,p06,l3,1
i06,e05,c5,p11,l1,1
i17,e01,c5,p05,l3,3
i17,e01,c5,p30,l3,3
i24,e08,c1,p11,l3,2
i16,e11,c5,p02,l3,1
i41,e09,c1,p20,l3,1
i33,e08,c1,p16,l3,2
i06,e10,c5,p10,l3,152118
i06,e10,c5,p24,l3,31059
i38,e10,c1,p02,l3,5674
i38,e10,c1,p35,l2,751
i63,e10,c1,p35,l2,38
i47,e01,c1,p35,l3,312
i17,e11,c5,p12,l3,87
i02,e01,c1,p16,l3,76
i02,e09,c1,p32,l3,7
i06,e11,c5,p21,l2,552
i38,e08,c1,p29,l2,86
i06,e04,c5,p14,l1,159
i15,e09,c2,p35,l3,2259
i38,e10,c1,p28,l1,5
i02,e08,c1,p13,l3,1034
i02,e09,c1,p12,l3,100
i05,e09,c1,p35,l3,31
i02,e08,c1,p24,l3,149
i38,e10,c4,p22,l3,56
i24,e01,c1,p35,l3,12
i17,e08,c5,p04,l3,46
i02,e08,c1,p28,l3,163
i48,e11,c1,p35,l3,14
i41,e07,c1,p11,l3,10
i67,e10,c5,p05,l3,4
i41,e07,c1,p13,l3,7
i34,e08,c5,p12,l3,54
i05,e03,c1,p25,l3,5
i14,e11,c5,p03,l3,1
i41,e07,c1,p18,l3,4
i16,e08,c5,p29,l3,2
i41,e01,c1,p04,l3,9
i03,e08,c5,p12,l3,5
i16,e08,c5,p08,l3,12
i16,e09,c5,p11,l3,2
i07,e04,c5,p16,l3,8
i17,e04,c5,p06,l3,29
i46,e11,c1,p01,l3,2
i16,e08,c5,p13,l3,18
i05,e07,c1,p14,l3,1
i25,e08,c5,p24,l3,23
i21,e03,c1,p06,l3,5
i34,e04,c5,p09,l3,5
i06,e02,c5,p19,l1,1
i34,e01,c5,p17,l3,4
i17,e09,c5,p28,l3,1
i05,e09,c1,p11,l3,8
i48,e11,c1,p01,l3,2
i06,e05,c5,p12,l1,1
i01,e04,c1,p04,l3,4
i41,e07,c1,p12,l3,1
i14,e11,c5,p01,l3,1
i19,e03,c5,p03,l3,2
i06,e10,c3,p04,l4,2
i100,e08,c5,p35,l3,2
i46,e09,c1,p22,l3,2
i05,e03,c1,p04,l3,1
i06,e10,c5,p31,l2,1
i14,e01,c5,p24,l3,1
i76,e09,c5,p35,l3,1
i38,e05,c1,p05,l1,1
i02,e11,c1,p04,l3,1
i06,e10,c5,p11,l1,65
i38,e09,c1,p01,l2,93
i06,e11,c5,p16,l2,491
i17,e09,c5,p02,l3,1
i02,e08,c1,p11,l3,1343
i38,e06,c1,p01,l3,475
i38,e06,c1,p09,l3,174
i02,e01,c1,p13,l3,105
i38,e01,c1,p02,l3,24
i34,e08,c5,p10,l3,148
i06,e04,c5,p13,l1,108
i38,e08,c1,p02,l2,52
i38,e11,c4,p25,l2,1
i06,e10,c5,p23,l2,28
i17,e09,c5,p17,l3,10
i03,e09,c5,p22,l3,1
i38,e12,c1,p21,l3,50
i09,e04,c5,p16,l3,3
i39,e01,c5,p32,l3,8
i16,e08,c5,p07,l3,31
i02,e08,c1,p18,l3,258
i12,e08,c5,p19,l3,37
i38,e08,c4,p08,l2,5
i05,e01,c1,p10,l3,14
i02,e08,c4,p15,l3,15
i03,e04,c5,p10,l3,16
i14,e04,c5,p02,l3,13
i06,e08,c5,p30,l2,138
i05,e09,c1,p02,l3,8
i63,e11,c1,p01,l3,6
i42,e05,c5,p28,l3,4
i39,e04,c5,p03,l3,28
i17,e09,c5,p21,l3,11
i38,e12,c1,p15,l3,5
i17,e08,c5,p06,l3,31
i34,e04,c5,p16,l3,2
i63,e11,c1,p10,l3,14
i23,e09,c5,p01,l3,7
