i15,e09,c2,p35,l3,3151
i25,e10,c5,p21,l4,1
i21,e01,c1,p15,l3,1
i34,e04,c5,p02,l3,8
i25,e01,c5,p10,l3,1
i05,e08,c1,p29,l3,6
i14,e13,c5,p08,l3,9
i09,e09,c5,p10,l3,2
i16,e01,c5,p15,l3,4
i23,e12,c5,p03,l3,2
i13,e11,c5,p06,l3,4
i38,e10,c4,p15,l2,2
i41,e11,c1,p09,l3,1
i05,e07,c1,p20,l3,1
i29,e04,c5,p07,l3,1
i12,e01,c5,p21,l3,2
i12,e08,c5,p24,l3,4
i16,e08,c5,p05,l3,2
i21,e09,c1,p17,l3,1
i14,e09,c5,p17,l3,2
i33,e08,c1,p02,l3,1
i42,e05,c3,p35,l3,1
i22,e05,c5,p24,l3,1
i07,e12,c5,p09,l3,1
i38,e04,c4,p03,l1,1
i48,e01,c1,p35,l3,1
i06,e08,c5,p15,l2,3774
i38,e10,c1,p25,l4,503
i06,e10,c3,p07,l3,174
i17,e11,c5,p21,l3,145
i02,e08,c1,p29,l3,570
i06,e10,c5,p15,l2,92
i02,e04,c1,p19,l3,964
i38,e10,c4,p24,l3,40
i38,e10,c1,p13,l2,446
i02,e08,c1,p15,l3,346
i38,e04,c1,p19,l1,207
i38,e04,c1,p12,l1,46
i38,e10,c4,p11,l3,486
i41,e07,c1,p15,l3,9
i38,e08,c1,p17,l2,442
i14,e09,c5,p10,l3,3
i06,e01,c5,p02,l3,44
i33,e04,c1,p32,l3,11
i38,e04,c4,p21,l1,8
i23,e09,c5,p07,l3,9
i13,e08,c5,p12,l3,8
i06,e09,c5,p22,l2,42
i15,e09,c6,p35,l3,34
i17,e09,c5,p10,l3,92
i06,e09,c5,p14,l2,62
i38,e04,c1,p07,l1,51
i41,e01,c1,p24,l3,3
i43,e03,c1,p35,l3,11
i19,e08,c5,p35,l3,309
i14,e08,c5,p04,l3,9
i38,e07,c1,p10,l2,34
i25,e10,c5,p10,l4,25
i16,e08,c5,p11,l3,24
i02,e01,c1,p09,l3,41
i14,e08,c5,p19,l3,61
i23,e13,c5,p25,l3,11
i38,e11,c1,p06,l2,69
i23,e01,c5,p23,l3,1
i49,e10,c1,p01,l3,38
i17,e01,c5,p11,l3,20
i05,e06,c1,p21,l3,4
i05,e12,c1,p21,l3,12
i17,e01,c5,p22,l3,5
i41,e01,c1,p26,l3,1
i06,e04,c5,p25,l1,24
i06,e07,c5,p15,l2,9
i23,e13,c5,p29,l3,11
i23,e04,c5,p22,l3,14
i05,e01,c1,p04,l3,6
i41,e07,c1,p02,l3,5
i05,e01,c1,p16,l3,4
i38,e10,c4,p06,l1,1
i21,e04,c1,p01,l3,2
i66,e01,c3,p35,l3,1
i14,e04,c5,p10,l3,4
i41,e04,c1,p22,l3,11
i38,e08,c1,p26,l2,13
i06,e07,c5,p23,l2,1
i06,e05,c5,p32,l1,2
i41,e08,c1,p22,l3,5
i49,e06,c1,p01,l3,1
i38,e11,c1,unknown,l2,1
i13,e03,c5,p07,l3,1
i06,e04,c3,p17,l1,1
i41,e04,c1,p11,l3,2
i07,e09,c5,p02,l3,2
i38,e01,c7,p02,l3,3
i66,e09,c3,p18,l3,1
i05,e01,c1,p26,l3,1
i07,e11,c5,p10,l3,1
i38,e12,c1,p08,l3,1
i48,e11,c1,p28,l3,1
i05,e04,c1,p25,l3,1
i01,e04,c1,p22,l3,1
i05,e04,c1,p10,l3,18
i38,e10,c1,p07,l3,11833
i39,e01,c5,p35,l3,221
i38,e10,c1,p19,l4,5945
i39,e04,c5,p19,l3,54
i38,e01,c1,p29,l3,31
i38,e04,c1,p28,l1,12
i46,e09,c4,p35,l3,2
i38,e10,c1,p16,l3,7837
i38,e10,c1,p31,l3,987
i38,e08,c1,p21,l2,307
i06,e10,c5,p20,l3,4958
i02,e08,c1,p18,l3,315
i38,e06,c1,p17,l3,417
i30,e04,c1,p19,l3,29
i06,e12,c5,p23,l3,71
i17,e08,c5,p25,l3,4
i38,e10,c4,p13,l4,28
i16,e01,c5,p01,l3,6
i38,e08,c1,p16,l2,93
i13,e08,c5,p13,l3,9
i16,e08,c5,p25,l3,8
unknown,e04,c3,p35,l3,2
i06,e09,c5,p16,l2,88
i46,e06,c4,p01,l3,1
i38,e10,c1,p33,l3,65
i42,e05,c5,p01,l3,4
i76,e01,c5,p35,l3,2
i38,e04,c1,p15,l1,30
i14,e01,c5,p08,l3,2
i06,e09,c5,p05,l2,86
i14,e12,c5,p01,l3,1
i46,e11,c1,p24,l3,59
i06,e04,c5,p26,l1,12
i06,e10,c5,p23,l1,28
i06,e10,c3,p15,l4,16
i41,e08,c1,p02,l3,3
i07,e12,c5,p10,l3,20
i39,e04,c5,p28,l3,15
i05,e08,c1,p10,l3,72
i05,e04,c1,p29,l3,28
i30,e09,c1,p21,l3,7
i23,e04,c5,p21,l3,9
i14,e13,c5,p05,l3,6
i12,e08,c5,p15,l3,17
i21,e03,c1,p21,l3,6
i41,e13,c1,p01,l3,2
i38,e12,c1,p13,l3,4
i38,e08,c7,p32,l2,14
i84,e08,c1,p35,l3,2
i30,e01,c1,p35,l3,2
i02,e11,c1,p29,l3,1
i39,e01,c5,p13,l3,3
i17,e04,c3,p29,l3,10
i23,e04,c5,p02,l3,1
i12,e08,c5,p01,l3,8
i03,e08,c5,p16,l3,1
i06,e10,c3,p15,l1,2
i43,e08,c1,p17,l3,1
i21,e03,c1,p01,l3,2
i34,e04,c3,p23,l3,1
i21,e01,c1,p29,l3,1
i05,e04,c1,p17,l3,1
i38,e10,c4,p28,l3,2
i34,e08,c5,p26,l3,1
i23,e05,c5,p05,l3,1
i06,e02,c5,p16,l1,1
i17,e08,c5,p01,l3,76
i38,e10,c1,p05,l3,12482
i17,e04,c5,p32,l3,41
i06,e11,c3,p21,l2,1
i38,e08,c1,p10,l2,3350
i06,e04,c5,p05,l1,205
i38,e11,c1,p10,l2,1376
i06,e10,c5,p33,l3,20
i06,e10,c5,p35,l3,23484
i06,e10,c3,p24,l3,159
i17,e08,c5,p29,l3,56
i06,e11,c5,p02,l2,308
i23,e01,c5,p17,l3,5
i06,e11,c5,p11,l2,853
i02,e01,c1,p15,l3,94
i06,e11,c5,p26,l2,35
i02,e01,c1,p19,l3,561
i46,e11,c1,p19,l3,490
i16,e04,c5,p22,l3,1
i38,e11,c1,p14,l2,66
i14,e08,c5,p03,l3,47
i06,e09,c5,p06,l2,53
i05,e04,c1,p35,l3,57
i48,e11,c1,p35,l3,22
i02,e11,c1,p13,l3,3
i42,e02,c5,p29,l3,1
i38,e01,c1,p17,l3,58
i02,e09,c1,p12,l3,69
i06,e01,c5,p06,l3,51
i17,e08,c5,p22,l3,22
i38,e10,c7,p21,l4,3
i06,e10,c3,p06,l4,11
i01,e04,c1,p10,l3,11
i39,e09,c5,p16,l3,12
i06,e10,c5,p01,l2,105
i38,e01,c1,p21,l3,40
i39,e09,c5,p13,l3,4
i16,e09,c5,p21,l3,5
i23,e13,c5,p19,l3,70
i34,e09,c5,p11,l3,10
i38,e10,c1,p35,l1,5
i05,e04,c1,p24,l3,10
i38,e05,c1,p07,l1,1
i23,e13,c5,p16,l3,5
i41,e09,c1,p10,l3,18
i34,e08,c5,p22,l3,9
i41,e09,c1,p35,l3,26
i39,e01,c5,p18,l3,8
i32,e08,c5,p28,l3,1
i41,e01,c1,p12,l3,7
i30,e04,c1,p24,l3,1
i43,e01,c1,p28,l3,13
i34,e09,c5,p28,l3,2
i39,e01,c5,p16,l3,24
i38,e05,c4,p10,l1,1
i23,e04,c5,p10,l3,33
i03,e04,c5,p29,l3,16
i13,e11,c5,p21,l3,7
i43,e07,c1,p10,l3,3
i06,e07,c3,p35,l2,2
i30,e09,c1,p29,l3,11
i38,e07,c1,p05,l2,14
i38,e08,c7,p13,l2,9
i01,e08,c1,p17,l3,25
i06,e08,c3,p22,l2,2
i41,e04,c1,p29,l3,9
i63,e04,c1,p10,l3,1
i23,e03,c5,p17,l3,1
i06,e10,c5,p28,l1,10
i106,e01,c5,p35,l3,2
i06,e04,c3,p05,l1,2
i14,e13,c5,p13,l3,1
i14,e09,c5,p22,l3,2
i48,e08,c1,p03,l3,1
i38,e10,c4,p10,l1,4
i46,e08,c1,p21,l3,3
i16,e05,c5,p10,l3,1
i14,e13,c5,p02,l3,5
i43,e04,c1,p07,l3,2
i05,e04,c1,p14,l3,1
i06,e07,c5,p08,l2,2
i39,e09,c5,p07,l3,3
i46,e08,c1,p24,l3,1
i06,e07,c5,p14,l2,2
i34,e08,c5,p17,l3,5
i32,e01,c5,p35,l3,1
i06,e04,c3,p22,l1,1
i05,e01,c1,p09,l3,1
i46,e08,c4,p15,l3,2
i23,e01,c5,p28,l3,2
i12,e04,c5,p05,l3,3
i06,e08,c5,p03,l2,2420
i06,e04,c5,p35,l1,185
i06,e04,c5,p10,l1,600
i17,e04,c5,p28,l3,10
i06,e12,c5,p03,l3,499
i06,e12,c5,p24,l3,222
i38,e10,c1,p22,l3,3130
i06,e10,c5,p08,l3,10464
i17,e08,c5,p05,l3,64
i61,e11,c1,p35,l3,43
i03,e04,c5,p19,l3,4
i17,e04,c5,p19,l3,102
i06,e10,c3,p13,l4,10
i16,e08,c5,p01,l3,24
i38,e09,c1,p29,l2,30
i12,e04,c5,p25,l3,1
i06,e10,c5,p16,l4,3114
i38,e04,c1,p01,l1,66
i12,e04,c5,p16,l3,11
i19,e10,c5,p35,l3,256
i17,e09,c5,p11,l3,19
i34,e03,c5,p24,l3,73
i46,e11,c1,unknown,l3,5
i34,e03,c5,p17,l3,79
i02,e09,c1,p22,l3,47
i38,e01,c1,p07,l3,47
i17,e04,c5,p25,l3,11
i23,e13,c5,p21,l3,69
i14,e13,c5,p04,l3,3
i38,e10,c1,unknown,l4,16
i61,e08,c4,p35,l3,3
i46,e06,c1,p35,l3,3
i17,e11,c5,p24,l3,15
i38,e01,c1,p25,l3,10
i01,e08,c1,p03,l3,8
i41,e08,c1,p01,l3,9
i12,e04,c5,p28,l3,2
i42,e05,c5,p13,l3,13
i02,e04,c1,p20,l3,25
i03,e04,c5,p16,l3,3
i42,e05,c3,p24,l3,2
i30,e09,c1,p08,l3,1
i38,e10,c4,p09,l3,66
i26,e01,c1,p35,l3,6
i27,e09,c5,p10,l3,7
i23,e13,c5,p11,l3,17
i43,e04,c1,p17,l3,7
i63,e09,c1,p10,l3,10
i41,e05,c1,p14,l3,1
i05,e06,c1,p13,l3,5
i41,e07,c1,p13,l3,9
i30,e04,c1,p29,l3,9
i43,e09,c1,p02,l3,1
i09,e01,c5,p35,l3,1
i13,e08,c5,p06,l3,2
i41,e04,c1,p32,l3,3
i30,e09,c1,p07,l3,1
i30,e01,c1,p04,l3,6
i03,e10,c5,p14,l3,2
i38,e07,c1,p04,l2,3
i14,e11,c5,p12,l3,2
i14,e01,c5,p06,l3,1
i17,e01,c3,p03,l3,1
i13,e09,c5,p03,l3,7
i34,e09,c5,p05,l3,5
i06,e05,c5,p10,l1,1
i21,e09,c1,p19,l3,5
i41,e01,c1,p03,l3,1
i12,e01,c5,p17,l3,1
i06,e08,c3,p12,l2,1
i13,e01,c5,p19,l3,2
i17,e01,c5,p26,l3,2
i14,e11,c5,p10,l3,1
i06,e10,c5,p19,l3,100409
i06,e10,c5,p16,l3,40959
i38,e10,c1,p25,l3,2148
i17,e11,c5,p01,l3,143
i06,e10,c3,p25,l3,206
i38,e10,c7,p10,l3,75
i38,e12,c1,p15,l3,1
i15,e04,c2,p35,l3,2607
i38,e11,c1,p03,l2,396
i23,e13,c5,p15,l3,68
i38,e10,c1,p10,l1,193
i02,e04,c1,p24,l3,81
i06,e12,c5,p10,l3,929
i38,e10,c4,p13,l3,37
i34,e03,c5,p19,l3,247
i06,e10,c3,p19,l3,58
i06,e04,c5,p09,l1,80
i02,e09,c1,p25,l3,11
i33,e03,c1,p15,l3,4
i06,e10,c5,p18,l1,58
i06,e07,c5,p03,l2,6
i40,e13,c5,p35,l3,28
i06,e10,c3,p13,l3,159
i46,e08,c1,p01,l3,4
i02,e09,c1,p23,l3,16
i39,e09,c5,p04,l3,23
i02,e08,c1,p32,l3,11
i07,e08,c5,p15,l3,81
i17,e04,c5,p24,l3,27
i02,e08,c1,p06,l3,40
i48,e11,c1,p12,l3,4
i06,e09,c3,p05,l2,6
i17,e11,c5,p28,l3,17
i01,e08,c1,p16,l3,7
i39,e04,c5,p05,l3,43
i17,e08,c5,p14,l3,53
i38,e10,c4,p06,l2,5
i21,e01,c1,p01,l3,2
i38,e10,c1,p22,l2,21
i39,e09,c5,p11,l3,9
i81,e05,c5,p35,l3,3
i43,e08,c1,p32,l3,28
i17,e01,c5,p31,l3,1
i14,e13,c5,p15,l3,6
i39,e04,c3,p35,l3,2
i12,e08,c5,p18,l3,6
i14,e01,c5,p01,l3,4
i38,e04,c4,p13,l1,8
i06,e11,c5,p30,l2,2
i61,e08,c1,p35,l3,3
i17,e01,c5,p28,l3,3
i66,e04,c3,p10,l3,4
i38,e05,c1,p19,l1,1
i16,e04,c5,p18,l3,4
i17,e01,c5,p09,l3,15
i03,e10,c5,p21,l3,7
i14,e12,c5,p06,l3,5
i23,e05,c5,p19,l3,1
i132,e01,c1,p35,l3,3
i23,e09,c5,p29,l3,1
i41,e05,c1,p19,l3,1
i12,e12,c5,p21,l3,2
i46,e11,c4,p21,l3,1
i21,e01,c1,p19,l3,2
i38,e12,c1,p01,l3,1
i46,e08,c1,p04,l3,1
i16,e05,c5,p24,l3,1
i33,e03,c1,p16,l3,1
i42,e05,c3,p01,l3,1
i34,e01,c3,p23,l3,1
i03,e01,c5,p05,l3,1
i43,e08,c1,p21,l3,1
i38,e10,c4,p03,l2,2
i22,e05,c5,p05,l3,1
i23,e09,c5,p14,l3,1
i06,e10,c5,p04,l3,22627
i06,e10,c5,p04,l4,1636
i38,e10,c1,p05,l4,2038
i38,e06,c1,p12,l3,345
i06,e10,c5,p10,l1,262
i06,e10,c5,p16,l1,108
i38,e09,c1,p03,l2,102
i41,e09,c1,p19,l3,15
i38,e11,c1,p12,l2,193
i02,e08,c1,p35,l3,762
i02,e09,c1,p11,l3,287
i38,e10,c1,p20,l2,8
i38,e11,c1,p25,l2,48
i06,e01,c5,p35,l3,125
i38,e01,c1,p16,l3,35
i41,e11,c1,p17,l3,25
i06,e09,c5,p01,l2,78
i34,e03,c5,p06,l3,112
i38,e09,c1,p14,l2,13
i01,e04,c1,p12,l3,8
i38,e06,c1,p08,l3,158
i02,e09,c1,p06,l3,26
i02,e04,c1,p07,l3,133
i39,e04,c5,p14,l3,31
i17,e11,c5,p02,l3,27
i41,e07,c1,p10,l3,54
i06,e09,c5,p13,l2,79
i05,e12,c1,p05,l3,7
i02,e04,c1,p04,l3,89
i06,e09,c5,p07,l2,73
i34,e03,c5,p03,l3,60
i06,e09,c5,p02,l2,79
i38,e10,c1,p12,l1,41
i06,e02,c5,p10,l1,4
i06,e10,c3,p04,l4,5
i19,e04,c5,p10,l3,16
i17,e04,c5,p09,l3,16
i05,e03,c1,p01,l3,5
i17,e01,c5,p16,l3,14
i34,e01,c5,p01,l3,24
i49,e10,c1,p35,l3,30
i17,e09,c5,p20,l3,16
i34,e04,c5,p01,l3,49
i34,e08,c5,p10,l3,192
i38,e10,c7,p15,l4,3
i17,e09,c5,p25,l3,2
i34,e03,c5,p20,l3,12
i41,e08,c1,p32,l3,5
i23,e04,c5,p15,l3,32
i13,e08,c5,p10,l3,43
i27,e04,c5,p24,l3,4
i38,e12,c1,p18,l3,2
i41,e01,c1,p10,l3,11
i35,e09,c2,p35,l3,2
i16,e08,c5,p07,l3,18
i14,e11,c5,p05,l3,4
i14,e13,c5,p11,l3,5
i02,e01,c1,p23,l3,17
i38,e10,c1,unknown,l3,2
i06,e02,c5,p03,l1,1
i03,e04,c5,p17,l3,4
i14,e12,c5,p11,l3,11
i14,e08,c5,p31,l3,1
i09,e09,c5,p35,l3,4
i05,e06,c1,p06,l3,2
i17,e09,c5,p32,l3,3
i06,e08,c3,p08,l2,3
i38,e01,c7,p15,l3,1
i16,e05,c5,p07,l3,1
i46,e01,c1,p02,l3,2
i38,e11,c4,p11,l2,1
i06,e07,c5,p17,l2,2
i41,e09,c1,p32,l3,1
i02,e04,c1,p32,l3,2
i21,e01,c1,p35,l3,2
i07,e01,c5,p28,l3,1
i38,e09,c4,p13,l2,1
i16,e01,c5,p14,l3,1
i06,e10,c5,p10,l4,9738
i02,e09,c1,p21,l3,150
i15,e01,c2,p35,l3,2307
i06,e10,c5,p01,l4,2969
i06,e11,c5,p21,l2,960
i38,e10,c1,p11,l3,17676
i05,e09,c1,p13,l3,7
i01,e08,c1,p35,l3,573
i38,e04,c1,p35,l1,23
i06,e11,c5,p06,l2,319
i38,e08,c1,p13,l2,715
i38,e10,c1,p28,l3,2742
i38,e06,c1,p19,l3,1167
i06,e12,c5,p14,l3,202
i38,e10,c1,p07,l4,1889
i39,e04,c5,p22,l3,42
i38,e11,c1,p23,l2,52
i14,e08,c5,p16,l3,15
i63,e10,c1,p10,l4,159
i38,e10,c4,p07,l3,408
i06,e10,c5,p19,l2,200
i06,e10,c5,p25,l2,43
i38,e09,c1,p12,l2,28
i38,e06,c4,p15,l3,29
i38,e10,c1,p15,l2,103
i39,e04,c5,p17,l3,76
i02,e01,c1,p05,l3,62
i06,e09,c5,p09,l2,26
i38,e10,c1,p11,l2,128
i06,e10,c5,p02,l2,48
i38,e10,c4,p14,l4,18
i41,e07,c1,p21,l3,28
i38,e09,c1,p35,l2,22
i01,e11,c1,p35,l3,17
i17,e01,c5,p32,l3,6
i03,e09,c5,p10,l3,4
i38,e11,c7,p10,l2,5
i05,e09,c1,p05,l3,6
i06,e09,c5,p25,l2,24
i27,e01,c5,p11,l3,2
i46,e11,c1,p17,l3,2
i07,e04,c5,p15,l3,8
i31,e04,c1,p35,l3,4
i23,e01,c5,p11,l3,3
i39,e01,c5,p06,l3,9
i16,e01,c5,p04,l3,1
i34,e01,c5,p03,l3,16
i16,e04,c5,p25,l3,5
i05,e03,c1,p29,l3,2
i38,e11,c1,unknown,l2,1
i36,e04,c5,p35,l3,6
i42,e05,c5,p03,l3,7
i38,e04,c1,p08,l1,4
i21,e01,c1,p18,l3,1
i41,e13,c1,p19,l3,6
i38,e10,c7,p15,l2,4
i30,e09,c1,p17,l3,2
i66,e04,c3,p03,l3,1
i09,e09,c5,p06,l3,1
i48,e08,c1,p04,l3,1
i06,e11,c3,p18,l2,1
i01,e01,c1,p22,l3,5
i05,e09,c1,p01,l3,2
i38,e01,c1,p30,l3,1
i38,e10,c4,p32,l1,2
i67,e04,c5,p04,l3,1
i38,e09,c4,p10,l2,4
i41,e13,c1,p02,l3,1
i43,e03,c1,p05,l3,2
i14,e04,c5,p16,l3,1
i25,e10,c5,p15,l4,1
i14,e05,c5,p07,l3,1
i27,e04,c5,p17,l3,1
i67,e08,c5,p21,l3,1
i21,e09,c1,p21,l3,1
i21,e12,c1,p21,l3,3
i12,e08,c5,p28,l3,1
i37,e08,c5,p33,l3,1
i41,e04,c1,p13,l3,2
i06,e08,c5,p11,l2,2300
i06,e10,c5,p13,l3,30737
i06,e11,c5,p19,l2,1863
i02,e08,c1,p24,l3,69
i06,e11,c5,p03,l2,643
i34,e03,c5,p14,l3,63
i06,e10,c3,p10,l3,398
i06,e04,c5,p01,l1,209
i06,e10,c5,p22,l4,1227
i39,e09,c5,p15,l3,13
i06,e10,c5,p32,l4,824
i38,e07,c1,p21,l2,1
i38,e12,c1,p11,l3,52
i01,e08,c1,p19,l3,15
i17,e08,c5,p23,l3,14
i17,e09,c5,p15,l3,40
i06,e09,c5,p18,l2,51
i07,e08,c5,p10,l3,8
i02,e08,c1,p02,l3,525
i48,e08,c1,p28,l3,2
i06,e10,c5,p21,l2,254
i38,e10,c4,p19,l3,717
i06,e10,c5,p11,l2,113
i06,e10,c5,p07,l1,56
i38,e10,c1,p09,l1,29
i14,e12,c5,p07,l3,250
i32,e08,c5,p32,l3,21
i38,e04,c1,p13,l1,469
i38,e10,c4,p10,l4,168
i34,e03,c5,p16,l3,85
i05,e09,c1,p35,l3,26
i23,e13,c5,p09,l3,16
i43,e04,c1,p21,l3,7
i46,e08,c1,p10,l3,87
i34,e09,c5,p03,l3,15
i06,e10,c5,p04,l2,99
i38,e06,c4,p06,l3,15
i05,e12,c1,p13,l3,12
i38,e01,c1,p15,l3,33
i14,e13,c5,p01,l3,5
i33,e08,c1,p05,l3,8
i34,e04,c5,p13,l3,6
i41,e08,c1,p06,l3,6
i22,e05,c5,p11,l3,3
i05,e12,c1,p07,l3,6
i41,e07,c1,p07,l3,31
i17,e09,c5,p22,l3,6
i05,e06,c1,p19,l3,13
i23,e09,c5,p01,l3,2
i12,e09,c5,p01,l3,5
i03,e08,c5,p28,l3,1
i16,e01,c5,p21,l3,9
i05,e09,c1,p21,l3,4
i16,e04,c5,p01,l3,5
i34,e01,c5,p07,l3,2
i05,e08,c1,p05,l3,2
i01,e08,c1,p23,l3,1
i06,e05,c5,p25,l1,1
i38,e01,c7,p21,l3,4
i46,e08,c1,p16,l3,1
i41,e08,c1,p15,l3,7
i43,e09,c1,p14,l3,3
i01,e01,c1,p16,l3,1
i06,e12,c5,p30,l3,2
i38,e11,c1,unknown,l2,1
i39,e01,c5,p29,l3,3
i05,e03,c1,p14,l3,1
i05,e01,c1,p07,l3,1
i14,e12,c5,p18,l3,1
i14,e08,c3,p08,l3,1
i06,e10,c5,p07,l3,32845
i38,e10,c1,p10,l2,2428
i38,e11,c1,p18,l2,142
i06,e11,c5,p18,l2,550
i49,e10,c1,p33,l3,130
i06,e04,c5,p28,l1,100
i38,e08,c1,p32,l2,160
i41,e09,c1,p25,l3,1
i38,e10,c4,p21,l3,250
i06,e01,c5,p11,l3,146
i38,e10,c1,p13,l1,42
i38,e01,c1,p13,l3,271
i38,e10,c1,p12,l2,74
i02,e08,c1,p01,l3,688
i02,e09,c1,p14,l3,88
i38,e06,c1,p14,l3,152
i38,e10,c1,p18,l2,57
i02,e01,c1,p06,l3,27
i02,e09,c1,p07,l3,77
i34,e03,c5,p22,l3,28
i17,e08,c5,p12,l3,72
i02,e01,c1,p29,l3,24
i13,e11,c5,p10,l3,74
i23,e03,c5,p18,l3,5
i06,e01,c5,p09,l3,31
i34,e03,c5,p18,l3,69
i05,e04,c1,p21,l3,8
i05,e03,c1,p03,l3,2
i38,e01,c1,p18,l3,49
i144,e08,c5,p10,l3,2
i42,e05,c5,p15,l3,5
i06,e09,c3,p17,l2,2
i06,e01,c5,p31,l3,13
i01,e04,c1,p18,l3,6
i24,e08,c1,p03,l3,1
i41,e04,c1,p21,l3,7
i38,e09,c1,p34,l2,3
i17,e08,c5,p16,l3,45
i03,e09,c5,p11,l3,5
i14,e08,c5,p28,l3,3
i01,e08,c1,p13,l3,31
i06,e05,c5,p05,l1,1
i01,e09,c1,p01,l3,1
i07,e12,c5,p24,l3,3
i42,e05,c3,p32,l3,21
i07,e08,c5,p05,l3,3
i38,e10,c1,p14,l1,11
i27,e01,c5,p04,l3,3
i30,e09,c1,p10,l3,15
i06,e08,c3,p19,l2,15
i21,e04,c1,p17,l3,2
i41,e07,c1,p03,l3,7
i38,e10,c1,p28,l1,6
i23,e09,c5,p02,l3,1
i33,e09,c1,p10,l3,2
i63,e10,c1,p35,l2,2
i39,e04,c5,p08,l3,16
i17,e08,c5,p35,l3,3
i05,e01,c1,p03,l3,13
i57,e12,c8,p10,l3,3
i75,e04,c1,p35,l3,1
i46,e01,c1,p21,l3,2
i41,e04,c1,p04,l3,6
i59,e08,c5,p35,l3,4
i21,e04,c1,p19,l3,5
i38,e05,c1,p05,l1,1
i39,e01,c5,p28,l3,3
i23,e03,c5,p01,l3,5
i46,e09,c1,p13,l3,2
i119,e05,c5,p10,l3,2
i27,e01,c5,p35,l3,1
i43,e11,c1,p16,l3,2
i16,e04,c5,p09,l3,1
i41,e07,c1,p22,l3,1
i14,e05,c5,p19,l3,1
i01,e09,c1,p02,l3,1
i66,e04,c3,p11,l3,1
i38,e10,c1,p18,l4,1230
i02,e08,c1,p19,l3,3344
i06,e10,c5,p29,l3,22483
i38,e10,c4,p25,l3,34
i02,e08,c1,p11,l3,2375
i03,e09,c5,p17,l3,6
i38,e06,c1,p11,l3,549
i06,e04,c5,p29,l1,300
i38,e10,c1,p01,l1,78
i23,e09,c5,p12,l3,10
i06,e12,c5,p12,l3,556
i02,e01,c1,p12,l3,79
i46,e13,c1,p35,l3,2
i43,e09,c1,p11,l3,3
i02,e04,c1,p25,l3,28
i02,e09,c1,p13,l3,154
i38,e10,c4,p15,l4,107
i38,e08,c1,p18,l2,74
i38,e09,c1,p26,l2,11
i14,e09,c5,p08,l3,1
i17,e11,c5,p07,l3,181
i46,e11,c1,p10,l3,46
i23,e13,c5,p03,l3,26
i17,e01,c5,p02,l3,10
i38,e09,c4,p21,l2,10
i06,e12,c5,p22,l3,116
i34,e03,c5,p15,l3,84
i39,e01,c5,p15,l3,12
i38,e04,c1,p18,l1,17
i14,e11,c5,p32,l3,44
i06,e12,c5,p21,l3,371
i05,e12,c1,p06,l3,9
i23,e09,c5,p32,l3,5
i41,e11,c1,p13,l3,2
i06,e01,c5,p20,l3,14
i38,e10,c4,p09,l4,18
i01,e09,c1,p21,l3,3
i16,e08,c5,p08,l3,12
i38,e12,c1,p21,l3,6
i05,e08,c1,p13,l3,22
i17,e04,c5,p16,l3,46
i06,e08,c3,p14,l2,28
i17,e04,c5,p20,l3,14
i38,e08,c1,p14,l2,29
i21,e03,c1,p35,l3,1
i38,e10,c1,p30,l4,4
i05,e12,c1,p04,l3,6
i17,e09,c5,p18,l3,6
i38,e10,c4,p18,l4,8
i64,e11,c3,p35,l3,3
i14,e08,c5,p18,l3,5
i43,e09,c1,p12,l3,4
i38,e01,c7,p10,l3,12
i67,e10,c5,p10,l3,4
i13,e10,c5,p12,l3,2
i05,e01,c1,p17,l3,12
i05,e06,c1,p14,l3,4
i06,e05,c5,p09,l1,1
i39,e01,c5,p20,l3,20
i06,e07,c5,p05,l2,5
i06,e10,c3,p22,l4,2
i13,e11,c5,p35,l3,7
i21,e03,c1,p14,l3,1
i06,e07,c5,p24,l2,2
i14,e11,c5,p29,l3,4
i17,e08,c5,p33,l3,2
i06,e12,c5,p33,l3,3
i07,e12,c5,p15,l3,1
i38,e07,c1,p09,l2,3
i38,e10,c1,p26,l1,2
i01,e09,c1,p32,l3,3
i66,e09,c3,p35,l3,1
i41,e13,c1,p06,l3,1
i27,e01,c5,p07,l3,1
i43,e07,c1,p03,l3,1
i67,e10,c5,p15,l3,1
i84,e04,c1,p35,l3,1
i30,e04,c1,p32,l3,3
i22,e05,c5,p01,l3,1
i12,e04,c5,p04,l3,1
i06,e10,c3,p15,l3,554
i38,e10,c1,p04,l4,1228
i38,e10,c1,p02,l3,4317
i38,e11,c1,p01,l2,342
i06,e10,c5,p05,l4,3198
i06,e10,c5,p25,l4,837
i54,e09,c1,p35,l3,2
i06,e09,c5,p21,l2,132
i06,e10,c3,p23,l3,194
i06,e04,c5,p19,l1,682
i06,e11,c5,p01,l2,775
i02,e04,c1,p09,l3,26
i06,e11,c5,p13,l2,485
i06,e10,c5,p04,l1,43
i42,e05,c3,p11,l3,42
i38,e10,c1,p21,l2,58
i13,e11,c5,p07,l3,28
i05,e08,c1,p04,l3,7
i06,e09,c5,p35,l2,129
i38,e06,c7,p10,l3,26
i06,e08,c3,p10,l2,7
i21,e12,c1,p29,l3,5
i13,e12,c5,p01,l3,2
i06,e12,c5,p17,l3,163
i39,e01,c5,p12,l3,12
i07,e12,c5,p07,l3,11
i06,e05,c5,p35,l1,5
i06,e10,c3,p22,l3,10
i41,e09,c1,p05,l3,4
i38,e10,c1,p20,l1,9
