i15,e01,c2,p35,l3,1639
i05,e08,c1,p23,l3,1
i14,e11,c5,p16,l3,2
i14,e01,c5,p13,l3,3
i02,e11,c1,p17,l3,1
i31,e08,c1,p05,l3,1
i13,e11,c5,p03,l3,2
i06,e10,c5,p19,l3,100877
i06,e10,c5,p05,l4,3360
i15,e01,c6,p35,l3,15
i06,e08,c5,p08,l2,803
i38,e10,c1,p05,l1,15
i38,e09,c1,p12,l2,39
i46,e11,c1,p19,l3,1187
i38,e11,c1,p09,l2,82
i38,e10,c4,p15,l3,169
i02,e09,c1,p13,l3,84
i38,e11,c1,p05,l2,213
i06,e01,c5,p24,l3,56
i46,e04,c4,p35,l3,91
i38,e07,c1,p02,l2,2
i38,e11,c1,p16,l2,169
i14,e04,c5,p18,l3,8
i38,e10,c4,p10,l2,15
i02,e08,c1,p18,l3,67
i26,e11,c1,p35,l3,24
i38,e08,c1,p22,l2,35
i38,e11,c4,p19,l2,10
i06,e09,c5,p04,l2,49
i14,e01,c5,p19,l3,19
i16,e01,c5,p02,l3,4
i14,e08,c5,p35,l3,42
i18,e08,c1,p35,l3,13
i46,e08,c1,p08,l3,46
i03,e08,c5,p01,l3,4
i38,e10,c1,p29,l2,19
i38,e10,c4,p02,l4,15
i06,e10,c5,p11,l1,69
i24,e08,c1,p19,l3,25
i05,e12,c1,p15,l3,16
i05,e01,c1,p19,l3,15
i06,e12,c3,p05,l3,11
i39,e01,c5,p18,l3,21
i06,e07,c5,p01,l2,5
i30,e09,c1,p20,l3,2
i38,e12,c1,p08,l3,2
i07,e09,c5,p19,l3,3
i41,e08,c1,p05,l3,10
i06,e05,c5,p04,l1,3
i17,e08,c5,p06,l3,7
i38,e10,c1,p02,l2,14
i38,e11,c4,p28,l2,2
i46,e09,c4,p01,l3,5
i16,e08,c5,p20,l3,5
i27,e04,c5,p04,l3,1
i39,e09,c5,p08,l3,3
i27,e01,c5,p13,l3,1
i05,e08,c1,p05,l3,2
i14,e12,c5,p23,l3,2
i42,e05,c5,p18,l3,1
i38,e10,c1,p31,l1,1
i41,e11,c1,p09,l3,2
i41,e07,c1,p11,l3,1
i48,e08,c1,p19,l3,1
i06,e04,c3,p18,l1,1
i43,e09,c1,p06,l3,3
i38,e10,c1,unknown,l3,4
i06,e12,c3,p15,l3,4
i05,e03,c1,p05,l3,1
i38,e01,c1,p31,l3,2
i42,e02,c5,p07,l3,2
i06,e08,c3,p11,l2,1
i07,e11,c5,p29,l3,1
i43,e08,c1,p04,l3,1
i12,e09,c5,p16,l3,1
i05,e08,c1,p04,l3,1
i07,e11,c5,p10,l3,1
i41,e09,c1,p22,l3,1
i06,e10,c3,p07,l4,1
i38,e10,c1,p13,l3,10451
i34,e03,c5,p15,l3,78
i06,e11,c5,p10,l2,2155
i06,e04,c5,p12,l1,134
i34,e04,c5,p10,l3,77
i38,e11,c1,p01,l2,384
i06,e10,c5,p08,l3,13259
i16,e08,c5,p05,l3,22
i78,e01,c4,p35,l3,5
i17,e08,c5,p09,l3,25
i38,e10,c1,p17,l4,1767
i43,e01,c1,p10,l3,20
i34,e08,c5,p14,l3,2
i38,e10,c1,p06,l2,50
i06,e10,c5,p25,l4,713
i02,e01,c1,p01,l3,309
i02,e01,c1,p17,l3,65
i06,e10,c5,p24,l1,46
i38,e11,c1,p31,l2,9
i38,e01,c1,p21,l3,67
i02,e01,c1,p11,l3,183
i41,e04,c1,p15,l3,6
i06,e10,c3,p29,l4,8
i14,e09,c5,p12,l3,7
i34,e01,c5,p03,l3,25
i02,e11,c1,p01,l3,1
i13,e08,c5,p05,l3,1
i02,e04,c1,p14,l3,75
i16,e01,c5,p07,l3,5
i02,e01,c1,p06,l3,2
i01,e08,c1,p19,l3,15
i38,e08,c1,p24,l2,70
i02,e04,c1,p06,l3,4
i38,e10,c1,p06,l1,8
i02,e08,c1,p29,l3,97
i43,e08,c1,p28,l3,30
i06,e10,c5,p08,l2,12
i31,e11,c1,p35,l3,82
i16,e01,c5,p03,l3,1
i06,e01,c5,p26,l3,8
i14,e04,c5,p04,l3,31
i38,e09,c4,p14,l2,4
i38,e11,c4,p08,l2,1
i38,e10,c1,p02,l1,9
i38,e10,c4,p15,l2,5
i01,e04,c1,p11,l3,1
i17,e09,c5,p14,l3,3
i05,e09,c1,p35,l3,13
i06,e07,c5,p13,l2,3
i34,e04,c5,p25,l3,8
i38,e01,c4,p03,l3,10
i46,e11,c4,p01,l3,2
i16,e11,c5,p05,l3,2
i38,e01,c4,p14,l3,3
i38,e10,c1,p25,l1,2
i41,e01,c1,p11,l3,2
i12,e04,c5,p05,l3,7
i38,e12,c1,p06,l3,6
i39,e01,c5,p23,l3,1
i12,e09,c5,p10,l3,2
i39,e09,c5,p04,l3,7
i06,e07,c5,p09,l2,3
i41,e04,c1,p28,l3,6
i14,e04,c5,p13,l3,4
i76,e09,c5,p35,l3,1
i46,e08,c1,p10,l3,7
i43,e01,c1,p05,l3,1
i13,e11,c5,p06,l3,2
i38,e12,c1,p09,l3,1
i38,e12,c1,p24,l3,1
i06,e05,c5,p06,l1,2
i46,e08,c4,p17,l3,2
i09,e04,c5,p10,l3,2
i41,e07,c1,p06,l3,2
i06,e02,c5,p10,l1,2
i05,e03,c1,p16,l3,2
i31,e08,c1,p13,l3,1
i06,e07,c5,p04,l2,1
i42,e02,c5,p23,l3,1
i32,e05,c5,p13,l3,1
i41,e01,c1,p09,l3,1
i46,e01,c4,p01,l3,1
i13,e03,c5,p21,l3,1
i46,e08,c1,p25,l3,1
i30,e09,c1,p17,l3,1
i17,e01,c5,p25,l3,1
i34,e03,c5,p16,l3,71
i06,e10,c5,p05,l3,52531
i38,e08,c1,p03,l2,267
i06,e11,c5,p05,l2,605
i38,e10,c1,p16,l4,1508
i48,e11,c1,p10,l3,11
i02,e08,c1,p10,l3,1512
i06,e01,c5,p22,l3,27
i16,e08,c5,p24,l3,31
i38,e08,c1,p01,l2,288
i02,e08,c1,p09,l3,119
i14,e08,c5,p17,l3,120
i38,e08,c1,p20,l2,34
i02,e09,c1,p19,l3,571
i13,e08,c5,p19,l3,18
i38,e04,c4,p03,l1,27
i38,e10,c4,p25,l3,41
i06,e10,c3,p31,l3,58
i05,e08,c1,p35,l3,187
i02,e08,c1,p08,l3,21
i46,e04,c1,p11,l3,2
i46,e04,c1,p07,l3,14
i06,e01,c5,p09,l3,47
i02,e09,c1,p01,l3,294
i16,e04,c5,p29,l3,5
i06,e10,c5,p32,l2,26
i46,e01,c1,p09,l3,15
i18,e01,c1,p35,l3,29
i03,e09,c5,p10,l3,5
i27,e10,c5,p24,l3,2
i06,e10,c3,p08,l4,2
i02,e04,c1,p12,l3,61
i30,e09,c1,p13,l3,10
i16,e08,c5,p13,l3,4
i23,e03,c5,p24,l3,1
i14,e08,c3,p01,l3,10
i14,e08,c5,p29,l3,46
i38,e08,c1,p06,l2,34
i46,e09,c1,p04,l3,6
i42,e12,c3,p07,l3,1
i06,e10,c3,p15,l2,3
i41,e09,c1,p35,l3,21
i38,e09,c1,p16,l2,33
i16,e09,c5,p19,l3,10
i38,e01,c1,p13,l3,30
i05,e12,c1,p04,l3,13
i16,e04,c5,p04,l3,4
i34,e04,c5,p29,l3,18
i46,e09,c1,p08,l3,5
i38,e01,c1,p09,l3,4
i46,e04,c1,p22,l3,8
i01,e08,c1,p09,l3,1
i05,e05,c1,p07,l3,1
i19,e10,c5,p10,l3,22
i14,e04,c5,p29,l3,10
i38,e10,c1,unknown,l3,8
i38,e09,c1,p08,l2,14
i107,e04,c2,p35,l3,3
i14,e01,c5,p29,l3,3
i41,e04,c1,p03,l3,2
i13,e08,c5,p08,l3,4
i23,e03,c5,p16,l3,1
i43,e09,c1,p13,l3,1
i46,e09,c4,p07,l3,2
i05,e12,c1,p20,l3,1
i05,e07,c1,p19,l3,1
i06,e10,c3,p05,l4,2
i38,e09,c1,p20,l2,5
i34,e04,c5,p28,l3,2
i23,e01,c5,p12,l3,1
i05,e07,c1,p29,l3,3
i67,e10,c5,p16,l3,3
i16,e04,c5,p28,l3,1
i05,e03,c1,p15,l3,2
i14,e05,c5,p02,l3,1
i42,e05,c5,p23,l3,1
i14,e08,c3,p03,l3,2
i27,e01,c5,p10,l3,2
i38,e11,c4,p22,l2,1
i13,e04,c5,p21,l3,2
i46,e09,c1,p21,l3,9
i41,e07,c1,p03,l3,2
i18,e11,c1,p35,l3,2
i23,e03,c5,p09,l3,1
i12,e04,c5,p12,l3,1
i38,e10,c4,p16,l1,1
i38,e10,c4,p22,l2,2
i43,e09,c1,p28,l3,1
i17,e08,c5,p10,l3,164
i06,e08,c5,p25,l2,470
i14,e08,c5,p07,l3,136
i06,e04,c5,p21,l1,195
i46,e11,c1,p07,l3,247
i38,e04,c1,unknown,l1,10
i34,e08,c5,p08,l3,22
i06,e11,c5,p17,l2,315
i38,e10,c1,unknown,l4,10
i06,e10,c5,p06,l1,38
i06,e04,c5,p18,l1,131
i32,e11,c5,p35,l3,25
i06,e11,c5,p22,l2,190
i38,e01,c1,p15,l3,67
i02,e01,c1,p07,l3,102
i06,e04,c5,p26,l1,22
i14,e08,c5,p16,l3,31
i06,e09,c5,p09,l2,32
i05,e01,c1,p04,l3,4
i34,e03,c5,p22,l3,35
i02,e04,c1,p15,l3,138
i12,e01,c5,p17,l3,2
i15,e04,c6,p35,l3,23
i06,e09,c5,p02,l2,12
i14,e11,c5,p02,l3,3
i30,e04,c1,p31,l3,3
i34,e08,c5,p24,l3,13
i06,e09,c3,p01,l2,5
i30,e01,c1,p10,l3,20
i14,e01,c5,p10,l3,6
i38,e05,c1,p13,l1,1
i27,e04,c5,p16,l3,1
i05,e03,c1,p10,l3,11
i39,e09,c5,p09,l3,9
i41,e07,c1,p25,l3,1
i10,e05,c3,p01,l3,1
i38,e08,c4,p11,l2,3
i39,e04,c5,p22,l3,11
i06,e10,c5,p14,l2,19
i13,e11,c5,p17,l3,7
i21,e01,c1,p17,l3,1
i02,e04,c1,p25,l3,11
i38,e10,c4,p24,l4,11
i41,e09,c1,p15,l3,3
i23,e09,c5,p13,l3,2
i23,e01,c5,p35,l3,3
i46,e09,c1,p15,l3,2
i23,e03,c5,p15,l3,6
i12,e08,c5,p03,l3,10
i13,e03,c5,p29,l3,1
i17,e09,c5,p12,l3,3
i38,e01,c1,p20,l3,7
i38,e10,c4,p06,l3,2
i42,e02,c5,p03,l3,1
i05,e07,c1,p14,l3,1
i66,e04,c3,p23,l3,3
i23,e09,c5,p03,l3,1
i38,e07,c1,p20,l2,1
i05,e05,c1,p35,l3,3
i16,e11,c5,p02,l3,2
i05,e05,c1,p16,l3,1
i41,e11,c1,p15,l3,1
i17,e01,c5,p35,l3,2
i39,e01,c5,p06,l3,5
i03,e09,c5,p21,l3,1
i12,e04,c5,p18,l3,1
i03,e09,c5,p04,l3,2
i54,e09,c1,p35,l3,1
i38,e01,c1,p22,l3,1
i12,e08,c5,p09,l3,1
i30,e09,c1,p25,l3,1
i38,e10,c1,p03,l3,17943
i02,e04,c1,p17,l3,92
i34,e03,c5,p31,l3,5
i38,e10,c1,p24,l3,7052
i38,e11,c1,p19,l2,698
i23,e03,c5,p19,l3,2
i38,e04,c1,p17,l1,49
i06,e12,c5,p07,l3,721
i16,e08,c5,p12,l3,40
i06,e12,c5,p25,l3,35
i06,e10,c5,p07,l3,38934
i06,e10,c5,p09,l3,15574
i02,e04,c1,p03,l3,293
i06,e10,c5,p28,l4,604
i39,e04,c5,p10,l3,70
i02,e09,c1,p03,l3,135
i06,e01,c5,p17,l3,76
i38,e11,c1,p06,l2,97
i38,e10,c4,p01,l3,173
i02,e04,c1,p35,l3,84
i02,e01,c1,p22,l3,43
i02,e09,c1,p09,l3,23
i17,e08,c5,p18,l3,8
i17,e04,c5,p15,l3,49
i23,e09,c5,p29,l3,2
i41,e08,c1,p15,l3,9
i23,e01,c5,p10,l3,13
i06,e01,c5,p13,l3,49
i17,e08,c5,p24,l3,17
i38,e08,c1,p35,l2,70
i38,e10,c1,p18,l1,11
i06,e04,c3,p29,l1,2
i39,e04,c5,p19,l3,10
i17,e08,c5,p15,l3,22
i39,e04,c5,p13,l3,19
i01,e01,c1,p28,l3,8
i06,e05,c5,p10,l1,1
i38,e01,c1,p16,l3,31
i17,e09,c5,p19,l3,18
i07,e11,c5,p35,l3,13
i46,e01,c1,p14,l3,3
i17,e11,c5,p18,l3,11
i13,e08,c5,p12,l3,13
i17,e01,c5,p16,l3,7
i43,e04,c1,p10,l3,3
i38,e06,c1,p17,l3,19
i38,e04,c1,p22,l1,13
i16,e04,c5,p08,l3,1
i38,e08,c4,p03,l2,7
i39,e09,c5,p11,l3,8
i41,e08,c1,p28,l3,4
i23,e01,c5,p01,l3,3
i27,e04,c5,p18,l3,2
i03,e04,c5,p21,l3,5
i42,e02,c5,p21,l3,3
i06,e07,c5,p11,l2,3
i16,e04,c5,p17,l3,2
i07,e01,c5,p04,l3,1
i31,e12,c1,p12,l3,1
i06,e02,c5,p08,l1,1
i27,e04,c5,p15,l3,4
i39,e04,c5,p31,l3,1
i21,e09,c1,p02,l3,3
i34,e09,c5,p24,l3,4
i12,e04,c5,p17,l3,1
i22,e05,c5,p24,l3,1
i38,e10,c4,p17,l2,1
i14,e11,c5,p01,l3,2
i17,e08,c5,p35,l3,2
i14,e01,c5,p05,l3,1
i47,e09,c4,p35,l3,1
i06,e10,c5,p06,l3,24718
i06,e12,c5,p10,l3,943
i34,e03,c5,p03,l3,90
i38,e10,c1,p09,l3,5970
i38,e10,c1,p16,l3,11228
i01,e08,c1,p03,l3,4
i46,e11,c1,p10,l3,237
i17,e09,c5,p03,l3,10
i06,e08,c5,p22,l2,1266
i17,e08,c5,p29,l3,33
i38,e10,c1,p11,l2,134
i02,e08,c1,p03,l3,1193
i02,e04,c1,p07,l3,126
i03,e08,c5,p10,l3,9
i46,e01,c1,p16,l3,4
i06,e12,c3,p11,l3,2
i48,e11,c1,p35,l3,14
i41,e08,c1,p13,l3,4
i01,e09,c1,p35,l3,33
i14,e08,c5,p26,l3,14
i01,e08,c1,p04,l3,16
i21,e03,c1,p25,l3,2
i38,e01,c1,p14,l3,11
i05,e08,c1,p22,l3,7
i01,e01,c1,p13,l3,4
i17,e01,c5,p10,l3,35
i41,e04,c1,p05,l3,2
i06,e10,c5,p33,l3,173
i43,e01,c1,p03,l3,5
i06,e10,c5,p02,l1,28
i38,e12,c4,p21,l3,1
i14,e11,c5,p19,l3,8
i06,e09,c3,p19,l2,2
i05,e08,c1,p15,l3,6
i16,e08,c5,p19,l3,8
i06,e11,c3,p05,l2,4
i38,e07,c1,p32,l2,2
i41,e08,c1,p22,l3,3
i16,e09,c5,p24,l3,5
i06,e01,c3,p01,l3,6
i38,e10,c7,p10,l3,15
i43,e09,c1,p22,l3,2
i06,e07,c5,p29,l2,3
i27,e08,c5,p29,l3,7
i73,e04,c3,p35,l3,8
i34,e01,c5,p07,l3,4
i38,e10,c1,unknown,l4,3
i14,e11,c5,p10,l3,6
i38,e10,c4,p35,l4,4
i41,e09,c1,p28,l3,1
i02,e09,c1,p24,l3,10
i06,e05,c5,p22,l1,1
i07,e08,c5,p08,l3,1
i06,e07,c5,p16,l2,3
i07,e09,c5,p04,l3,1
i01,e08,c1,p23,l3,1
i41,e04,c1,p19,l3,3
i21,e01,c1,p21,l3,2
i43,e01,c1,p01,l3,3
i42,e05,c3,p19,l3,1
i06,e10,c5,p20,l2,1
i14,e04,c5,p09,l3,1
i38,e08,c4,p19,l2,1
i01,e01,c1,p02,l3,1
i75,e09,c1,p35,l3,1
i34,e08,c5,p26,l3,1
i06,e08,c5,p11,l2,1966
i38,e10,c1,p04,l3,4660
i39,e01,c5,p13,l3,9
i38,e10,c1,p07,l4,1861
i13,e08,c5,p10,l3,22
i34,e01,c5,p10,l3,34
i06,e08,c3,p23,l2,94
i12,e08,c5,p19,l3,28
i46,e11,c1,p35,l3,17177
i06,e10,c5,p23,l3,12697
i02,e09,c1,p21,l3,99
i05,e08,c1,p19,l3,8
i38,e11,c1,p07,l2,231
i02,e08,c1,p11,l3,1118
i39,e09,c5,p16,l3,23
i02,e08,c1,p07,l3,528
i38,e10,c4,p20,l3,8
i46,e09,c4,p35,l3,72
i39,e01,c5,p21,l3,36
i34,e03,c5,p25,l3,12
i17,e08,c5,p07,l3,23
i17,e04,c5,p21,l3,70
i14,e08,c5,p21,l3,206
i39,e04,c5,p29,l3,25
i05,e08,c1,p17,l3,1
i05,e12,c1,p19,l3,13
i17,e09,c5,p07,l3,4
i38,e10,c4,p21,l4,23
i02,e08,c1,p25,l3,16
i17,e09,c5,p24,l3,3
i38,e01,c1,p01,l3,34
i34,e01,c5,p09,l3,7
i38,e09,c4,p07,l2,2
unknown,e09,c1,p35,l3,2
i17,e09,c5,p02,l3,6
i38,e10,c1,p12,l2,106
i14,e09,c5,p29,l3,7
i12,e08,c5,p01,l3,4
i19,e10,c5,p10,l4,28
i06,e05,c5,p15,l1,3
i12,e01,c5,p19,l3,14
i38,e10,c1,p23,l2,15
i42,e05,c5,p14,l3,2
i32,e12,c5,p10,l3,2
i17,e09,c5,p26,l3,1
i06,e07,c5,p08,l2,5
i06,e08,c3,p07,l2,1
i34,e01,c5,p17,l3,1
i16,e01,c5,p16,l3,1
i46,e08,c1,p05,l3,2
i06,e05,c5,p07,l1,4
i66,e09,c3,p35,l3,1
i43,e01,c1,p14,l3,3
i38,e10,c1,unknown,l3,6
i25,e10,c5,p04,l4,5
i38,e12,c1,p03,l3,3
i17,e09,c5,p17,l3,5
i38,e09,c1,p14,l2,1
i46,e08,c4,p08,l3,10
i27,e09,c5,p16,l3,1
i38,e01,c4,p10,l3,2
i34,e04,c5,p20,l3,1
i65,e01,c3,p10,l3,1
i41,e09,c1,p20,l3,1
i34,e01,c5,p14,l3,1
i42,e05,c5,p02,l3,1
i02,e11,c1,p19,l3,1
i38,e10,c1,p20,l2,2
i05,e09,c1,p22,l3,1
i43,e04,c1,p28,l3,1
i31,e01,c1,p04,l3,1
i34,e01,c5,p20,l3,1
i06,e12,c5,p13,l3,196
i07,e08,c5,p35,l3,250
i38,e10,c1,p05,l4,1446
i38,e08,c1,p25,l2,66
i38,e10,c1,p15,l3,14945
i06,e10,c5,p14,l3,20041
i17,e09,c5,p10,l3,32
i06,e10,c5,p29,l3,20675
i38,e04,c1,p10,l1,139
i01,e08,c1,p10,l3,40
i66,e04,c3,p10,l3,2
i38,e09,c1,p05,l2,58
i38,e12,c1,p19,l3,539
i38,e09,c1,p07,l2,49
i43,e11,c1,p10,l3,5
i06,e10,c5,p19,l1,201
i34,e04,c5,p04,l3,28
i46,e11,c1,p03,l3,390
i06,e10,c3,p11,l3,98
i06,e01,c5,p19,l3,281
i17,e11,c5,p11,l3,90
i06,e10,c3,p12,l3,39
i02,e09,c1,p14,l3,79
i38,e10,c4,p20,l4,10
i38,e10,c1,p30,l4,16
i38,e10,c4,p19,l4,67
i46,e01,c1,p03,l3,45
i17,e08,c5,p14,l3,5
i06,e01,c5,p16,l3,112
i06,e10,c5,p26,l4,100
i16,e08,c5,p11,l3,37
i06,e10,c5,p01,l1,51
i05,e03,c1,p12,l3,8
i34,e01,c5,p04,l3,9
i34,e09,c5,p10,l3,62
i17,e08,c5,p17,l3,23
i46,e09,c1,p12,l3,9
i06,e11,c3,p03,l2,18
i14,e08,c5,p25,l3,31
i05,e04,c1,p21,l3,1
i46,e09,c1,p07,l3,19
i88,e04,c1,p35,l3,6
i05,e12,c1,p02,l3,9
i38,e01,c1,p24,l3,33
i16,e09,c5,p16,l3,1
i05,e12,c1,p25,l3,7
i16,e01,c5,p24,l3,7
i38,e10,c1,p13,l1,21
i06,e07,c5,p07,l2,3
i41,e07,c1,p12,l3,2
i38,e07,c1,p03,l2,2
i27,e01,c5,p22,l3,23
i21,e01,c1,p16,l3,5
i27,e08,c5,p16,l3,69
i46,e01,c1,p24,l3,11
i16,e09,c5,p29,l3,1
i03,e09,c5,p05,l3,2
i12,e04,c5,p13,l3,4
i34,e04,c5,p30,l3,1
i38,e10,c1,p22,l1,2
i06,e12,c5,p31,l3,7
i05,e12,c1,p14,l3,3
i05,e03,c1,p17,l3,1
i06,e08,c3,p16,l2,3
i64,e11,c3,p35,l3,1
i41,e07,c1,p13,l3,4
i06,e07,c5,p02,l2,1
i14,e09,c5,p14,l3,3
i23,e01,c5,p18,l3,1
i14,e04,c5,p22,l3,1
i01,e01,c1,p23,l3,1
i34,e01,c3,p15,l3,2
i34,e05,c5,p23,l3,1
i14,e08,c3,p07,l3,1
i41,e04,c1,p18,l3,1
i38,e10,c4,p04,l1,1
i43,e01,c1,p31,l3,1
i06,e10,c5,p04,l3,22460
i14,e08,c5,p14,l3,157
i06,e08,c5,p18,l2,2367
i07,e01,c5,p35,l3,29
i06,e12,c5,p09,l3,96
i38,e08,c1,p32,l2,138
i17,e04,c5,p16,l3,25
i38,e10,c1,p12,l4,1289
i38,e10,c1,p10,l2,1913
i38,e10,c4,p35,l2,2
i14,e08,c5,p28,l3,74
i06,e11,c5,p12,l2,543
i06,e10,c5,p12,l4,2213
i38,e11,c1,p29,l2,78
i06,e10,c5,p22,l2,58
i06,e09,c5,p12,l2,55
i13,e11,c5,p21,l3,17
i38,e10,c4,p01,l4,56
i34,e03,c5,p11,l3,83
i12,e04,c5,p19,l3,28
i41,e04,c1,p13,l3,7
i02,e09,c1,p31,l3,4
i39,e09,c5,p35,l3,134
i41,e08,c1,p11,l3,7
i39,e04,c5,p11,l3,21
i43,e01,c1,p21,l3,23
i17,e04,c5,p08,l3,20
i12,e01,c5,p03,l3,3
i46,e04,c1,p02,l3,4
i05,e12,c1,p01,l3,11
i05,e03,c1,p19,l3,11
i46,e01,c1,p15,l3,4
i38,e10,c1,p07,l1,28
i23,e09,c5,p35,l3,4
i39,e09,c5,p25,l3,1
i23,e12,c5,p07,l3,1
i05,e12,c1,p18,l3,3
i16,e08,c5,p01,l3,8
i38,e04,c1,p02,l1,12
i38,e09,c1,p28,l2,6
i21,e12,c1,p11,l3,2
i06,e04,c5,p30,l1,3
i31,e11,c1,p15,l3,7
i01,e08,c1,p15,l3,17
i66,e04,c3,p35,l3,8
i39,e09,c5,p19,l3,2
i34,e03,c3,p03,l3,1
i13,e08,c5,p16,l3,2
i29,e04,c5,p35,l3,12
i43,e04,c1,p19,l3,1
i21,e04,c1,p02,l3,4
i30,e01,c1,p23,l3,1
i13,e08,c5,p04,l3,1
i46,e04,c1,p14,l3,1
i66,e04,c3,p18,l3,3
i67,e08,c5,p19,l3,1
i18,e05,c1,p35,l3,4
i38,e06,c1,p07,l3,4
i46,e08,c4,p10,l3,4
i136,e05,c1,p23,l3,1
i34,e01,c5,p22,l3,3
i06,e07,c5,p31,l2,1
i03,e10,c5,p29,l3,2
i42,e05,c3,p16,l3,1
i38,e11,c4,p05,l2,2
i06,e10,c3,p26,l4,5
i17,e09,c5,p15,l3,3
i27,e04,c5,p03,l3,1
i27,e04,c5,p05,l3,1
i43,e04,c1,p21,l3,1
i05,e01,c1,p12,l3,1
i34,e03,c3,p15,l3,1
i46,e04,c1,p18,l3,1
i88,e09,c1,p35,l3,1
i06,e08,c5,p13,l2,1192
i38,e10,c1,p32,l3,1451
i06,e12,c5,p12,l3,257
i06,e11,c5,p01,l2,589
i46,e08,c1,p19,l3,250
i28,e04,c1,p35,l3,11
i17,e04,c5,p03,l3,76
i06,e10,c5,p17,l4,2227
i06,e10,c3,p16,l3,401
i38,e10,c1,p16,l1,28
i38,e10,c4,p10,l3,929
i38,e10,c1,unknown,l2,19
i06,e10,c5,p15,l2,155
i06,e11,c5,p32,l2,145
i43,e08,c1,p07,l3,97
i02,e09,c1,p06,l3,10
i38,e10,c1,p16,l2,114
i32,e08,c5,p35,l3,47
i61,e11,c1,p35,l3,64
i34,e04,c5,p35,l3,69
i13,e11,c5,p14,l3,10
i38,e08,c1,p17,l2,85
i06,e01,c5,p23,l3,26
i34,e04,c5,p24,l3,22
i06,e12,c5,p20,l3,64
i06,e10,c3,p26,l3,24
i17,e04,c5,p18,l3,11
i39,e01,c5,p22,l3,14
i06,e04,c5,p32,l1,52
i06,e09,c5,p24,l2,48
i38,e10,c1,p21,l1,18
i06,e10,c3,p24,l4,11
i89,e05,c1,p35,l3,1
i41,e07,c1,p26,l3,18
i46,e11,c1,p02,l3,669
i34,e08,c5,p09,l3,7
i05,e07,c1,p13,l3,4
i14,e04,c5,p12,l3,9
i14,e01,c5,p12,l3,16
i41,e09,c1,p18,l3,4
i38,e10,c1,p23,l1,5
i43,e09,c1,p35,l3,6
i23,e03,c5,p01,l3,4
i12,e08,c5,p08,l3,2
i13,e03,c5,p23,l3,1
i34,e08,c5,p30,l3,2
i12,e04,c5,p31,l3,1
i17,e04,c3,p21,l3,1
i38,e09,c1,p04,l2,14
i06,e11,c5,p26,l2,9
i03,e01,c5,p10,l3,3
i14,e01,c5,p01,l3,6
i17,e01,c5,p02,l3,2
i23,e04,c5,p17,l3,1
i06,e07,c5,p06,l2,2
i30,e01,c1,p35,l3,3
i38,e05,c1,p01,l1,2
i12,e08,c5,p12,l3,1
i13,e08,c5,p01,l3,4
i38,e06,c1,p16,l3,1
i43,e08,c1,p29,l3,1
i43,e09,c1,p32,l3,3
i05,e07,c1,p17,l3,2
i13,e08,c5,p14,l3,2
i38,e10,c4,p15,l1,1
i38,e10,c4,p14,l1,1
i46,e09,c1,p17,l3,1
i34,e03,c5,p32,l3,1
i06,e08,c5,p05,l2,3873
i06,e10,c5,p01,l3,39362
i23,e03,c5,p10,l3,13
i34,e03,c5,p10,l3,336
i38,e10,c1,p11,l4,2271
i06,e12,c5,p23,l3,325
i17,e08,c5,p04,l3,15
i06,e10,c5,p22,l3,12576
i38,e10,c1,p01,l4,2569
i38,e11,c1,p04,l2,102
i38,e04,c1,p09,l1,26
i14,e12,c5,p32,l3,480
i06,e10,c5,p35,l4,1927
i02,e01,c1,p03,l3,188
i06,e10,c5,p26,l3,1564
i43,e08,c1,p35,l3,99
i34,e03,c5,p07,l3,34
i14,e12,c5,p11,l3,62
i38,e11,c1,p14,l2,66
i34,e08,c5,p16,l3,58
i06,e01,c5,p04,l3,51
i06,e04,c5,p11,l1,145
i05,e09,c1,p10,l3,19
i06,e10,c5,p21,l1,92
i38,e12,c1,p07,l3,9
i06,e10,c3,p06,l4,4
i06,e10,c5,p25,l2,30
i05,e08,c1,p01,l3,18
i38,e09,c1,unknown,l2,3
i06,e10,c5,p06,l2,53
i14,e08,c5,p22,l3,55
i06,e09,c5,p32,l2,16
i17,e09,c5,p05,l3,21
i39,e04,c5,p01,l3,14
i46,e08,c1,p01,l3,93
i38,e08,c1,p14,l2,141
i06,e11,c5,p30,l2,35
i34,e01,c5,p08,l3,3
i38,e08,c4,p15,l2,5
i38,e08,c1,p13,l2,163
i07,e08,c5,p21,l3,21
i23,e04,c5,p11,l3,10
i38,e10,c4,p01,l2,2
i38,e08,c1,p04,l2,26
i46,e06,c1,p35,l3,6
i38,e12,c1,p12,l3,4
i67,e04,c5,p19,l3,1
i61,e08,c1,p35,l3,22
i05,e06,c1,p03,l3,1
i32,e08,c5,p10,l3,3
i12,e04,c5,p21,l3,9
i06,e10,c5,p09,l1,22
i39,e04,c5,p09,l3,8
i01,e04,c1,p35,l3,8
i38,e10,c1,unknown,l3,14
i23,e08,c5,p17,l3,1
i30,e01,c1,p24,l3,3
i30,e09,c1,p29,l3,3
i16,e04,c5,p13,l3,6
i39,e09,c5,p22,l3,5
i17,e01,c5,p11,l3,2
i21,e01,c1,p02,l3,2
i06,e08,c3,p21,l2,2
i07,e09,c5,p21,l3,2
i16,e09,c5,p03,l3,1
i41,e07,c1,p15,l3,12
i02,e11,c1,p10,l3,1
i41,e01,c1,p24,l3,1
