i15,e09,c6,p35,l3,26
i13,e08,c5,p15,l3,15
i16,e09,c5,p22,l3,2
i30,e01,c1,p05,l3,1
i33,e01,c1,p12,l3,3
i39,e01,c5,p07,l3,7
i38,e07,c4,p03,l2,1
i61,e09,c1,p35,l3,2
i41,e11,c1,p13,l3,6
i06,e08,c3,p05,l2,1
i14,e04,c5,p10,l3,5
i21,e01,c1,p06,l3,1
i76,e04,c5,p35,l3,13
i64,e01,c3,p35,l3,4
i05,e12,c4,p17,l3,3
i41,e12,c1,p35,l3,1
i34,e08,c5,p24,l3,6
i38,e04,c4,p10,l1,2
i39,e01,c5,p06,l3,4
i41,e09,c1,p05,l3,3
i42,e05,c3,p07,l3,2
i05,e06,c1,p18,l3,2
i46,e08,c1,p31,l3,3
i30,e01,c1,p14,l3,1
i05,e01,c1,p29,l3,4
i48,e11,c1,p14,l3,2
i27,e09,c5,p13,l3,1
i46,e09,c1,p03,l3,4
i43,e01,c1,p04,l3,2
i25,e03,c5,p35,l3,1
i32,e09,c5,p35,l3,4
i03,e04,c5,p05,l3,1
i76,e04,c5,p01,l3,1
i17,e09,c5,p35,l3,2
i30,e01,c1,p12,l3,1
i05,e01,c1,p06,l3,2
i21,e04,c1,p12,l3,1
i05,e06,c1,p17,l3,4
i02,e11,c1,p07,l3,1
i17,e09,c5,p28,l3,3
i34,e09,c5,p16,l3,2
i18,e11,c1,p35,l3,2
i23,e13,c5,p02,l3,1
i09,e01,c5,p10,l3,1
i23,e03,c5,p24,l3,1
i30,e09,c1,p11,l3,1
i01,e08,c1,p32,l3,1
i17,e04,c5,p11,l3,84
i06,e04,c5,p32,l1,126
i38,e10,c1,p19,l3,34309
i06,e08,c5,p15,l2,3042
i02,e08,c1,p21,l3,864
i38,e10,c1,p21,l3,9782
i06,e12,c5,p13,l3,354
i06,e08,c5,p12,l2,1695
i06,e01,c5,p13,l3,59
i17,e08,c5,p19,l3,61
i46,e08,c1,p01,l3,26
i38,e10,c1,p23,l4,637
i06,e11,c5,p22,l2,96
i06,e11,c5,p01,l2,314
i06,e04,c5,p12,l1,140
i02,e01,c1,p21,l3,158
i06,e12,c5,p23,l3,99
i02,e08,c1,p17,l3,537
i06,e11,c5,p31,l2,52
i50,e01,c1,p35,l3,13
i06,e09,c5,p17,l2,62
i17,e11,c5,p01,l3,101
i06,e01,c5,p15,l3,114
i05,e08,c1,p05,l3,4
i06,e12,c5,p31,l3,3
i38,e10,c4,p09,l3,305
i05,e08,c1,p35,l3,138
i16,e01,c5,p24,l3,5
i23,e12,c5,p10,l3,447
i34,e08,c5,p16,l3,25
i06,e10,c5,p14,l2,32
i12,e09,c5,p01,l3,1
i17,e11,c5,p13,l3,35
i06,e07,c5,p10,l2,3
i38,e09,c1,p12,l2,49
i38,e11,c4,p05,l2,3
i21,e03,c1,p12,l3,2
i07,e01,c5,p35,l3,16
i43,e01,c1,p28,l3,5
i16,e04,c5,p10,l3,43
i05,e01,c1,p35,l3,33
i02,e04,c1,p23,l3,27
i38,e08,c4,p19,l2,12
i33,e08,c1,p02,l3,3
i17,e01,c5,p07,l3,7
i16,e08,c5,p08,l3,3
i38,e10,c1,p17,l2,16
i17,e09,c5,p09,l3,4
i23,e09,c5,p21,l3,8
i05,e01,c1,p03,l3,6
i05,e12,c1,p16,l3,7
i14,e04,c5,p18,l3,3
i46,e04,c1,p07,l3,5
i38,e11,c4,p15,l2,3
i05,e06,c1,p12,l3,5
i38,e10,c4,p20,l2,2
i23,e03,c5,p15,l3,5
i41,e09,c1,p25,l3,5
i46,e01,c1,p29,l3,2
i03,e10,c5,p21,l3,4
i01,e01,c1,p21,l3,1
i67,e09,c5,p19,l3,2
i16,e09,c5,p19,l3,2
i38,e11,c4,p19,l2,3
i05,e03,c1,p04,l3,1
i38,e12,c1,p01,l3,2
i66,e01,c3,p10,l3,1
i38,e09,c4,p29,l2,1
i01,e09,c1,p29,l3,1
i03,e04,c5,p06,l3,2
i41,e08,c1,p25,l3,4
i02,e01,c4,p18,l3,2
i12,e09,c5,p29,l3,1
i38,e09,c1,p30,l2,2
i27,e04,c5,p04,l3,1
i12,e01,c5,p07,l3,1
i06,e10,c5,p23,l3,12680
i39,e04,c5,p10,l3,310
i34,e08,c5,p03,l3,25
i38,e10,c1,p13,l3,10146
i06,e12,c5,p10,l3,960
i06,e11,c5,p04,l2,275
i47,e01,c1,p35,l3,291
i47,e09,c1,p35,l3,286
i17,e04,c5,p16,l3,43
i43,e08,c1,p10,l3,28
i06,e10,c5,p19,l1,243
i06,e04,c5,p21,l1,327
i02,e01,c1,p28,l3,18
i06,e10,c5,p16,l4,2947
i17,e04,c5,p29,l3,41
i38,e08,c1,p02,l2,58
i19,e10,c5,p10,l4,102
i17,e11,c5,p15,l3,20
i63,e08,c1,p10,l3,44
i14,e11,c5,p03,l3,6
i02,e09,c1,p19,l3,690
i34,e01,c5,p18,l3,5
i38,e09,c1,p21,l2,45
i06,e09,c5,p21,l2,143
i06,e01,c5,p11,l3,113
i38,e10,c7,p13,l4,25
i34,e03,c5,p08,l3,27
i38,e08,c4,p25,l2,24
i38,e10,c1,p23,l2,19
i05,e07,c1,p07,l3,3
i38,e11,c4,p16,l2,4
i38,e09,c1,p22,l2,5
i02,e01,c1,p06,l3,44
i46,e11,c1,p29,l3,77
i06,e10,c5,p29,l2,38
i06,e08,c5,p31,l2,84
i39,e01,c5,p03,l3,13
i38,e10,c4,p09,l1,2
i87,e01,c5,p19,l3,1
i66,e04,c3,p03,l3,6
i25,e10,c5,p16,l4,4
i17,e04,c5,p04,l3,34
i16,e08,c5,p16,l3,13
i06,e02,c5,p19,l1,4
i34,e04,c5,p25,l3,4
i23,e13,c5,p06,l3,2
i14,e13,c5,p18,l3,1
i38,e10,c1,p18,l1,15
i43,e01,c1,p21,l3,1
i41,e01,c1,p05,l3,1
i38,e08,c4,p12,l2,1
i59,e08,c5,p28,l3,8
i38,e10,c1,p29,l1,21
i05,e12,c1,p09,l3,2
i43,e12,c4,p07,l3,3
i41,e11,c1,p10,l3,5
i33,e04,c1,p22,l3,1
i38,e11,c7,p13,l2,3
i46,e01,c1,p19,l3,5
i16,e01,c5,p16,l3,2
i120,e08,c5,p10,l3,5
i03,e01,c5,p11,l3,1
i13,e12,c5,p35,l3,3
i30,e01,c1,p24,l3,2
i16,e01,c5,p13,l3,2
i27,e09,c5,p01,l3,1
i06,e02,c5,p15,l1,3
i06,e02,c5,p35,l1,2
i16,e09,c5,p16,l3,2
i21,e04,c1,p04,l3,1
i26,e01,c1,p35,l3,2
i44,e09,c3,p24,l3,1
i14,e08,c5,p33,l3,2
i07,e04,c5,p19,l3,2
i05,e01,c1,p13,l3,3
i38,e04,c7,p32,l1,3
i13,e12,c5,p16,l3,2
i07,e08,c5,p21,l3,2
i38,e09,c4,p10,l2,4
i23,e01,c5,p03,l3,2
i38,e10,c4,p08,l1,1
i05,e08,c1,p11,l3,1
i38,e07,c1,p02,l2,1
i05,e04,c1,p25,l3,1
i07,e04,c5,p10,l3,1
i07,e09,c5,p07,l3,1
i41,e04,c1,p26,l3,1
i06,e05,c5,p21,l1,1
i66,e01,c3,p19,l3,1
i38,e09,c4,p35,l2,1
i06,e10,c5,p31,l3,2083
i38,e10,c1,p20,l3,1355
i38,e11,c1,p21,l2,185
i06,e08,c5,p29,l2,1524
i06,e11,c5,p28,l2,171
i18,e01,c1,p35,l3,19
i38,e10,c1,p08,l4,330
i06,e08,c5,p22,l2,804
i06,e10,c5,p07,l2,43
i06,e04,c5,p05,l1,296
i38,e09,c1,p11,l2,79
i06,e11,c5,p25,l2,79
i02,e09,c1,p03,l3,161
i17,e04,c5,p19,l3,99
i43,e09,c1,p15,l3,5
i06,e09,c5,p03,l2,109
i38,e06,c1,p25,l3,28
i41,e01,c1,p07,l3,8
i17,e09,c5,p04,l3,7
i41,e08,c1,p13,l3,8
i14,e08,c5,p24,l3,74
i06,e10,c5,p33,l3,248
i39,e04,c5,p21,l3,43
i02,e01,c1,p18,l3,30
i38,e11,c4,p04,l2,2
i38,e06,c1,p22,l3,187
i05,e06,c1,p35,l3,30
i02,e04,c1,p28,l3,11
i38,e10,c4,p25,l4,8
i39,e01,c5,p21,l3,32
i06,e07,c5,p16,l2,2
i31,e09,c1,p35,l3,8
i46,e08,c1,p10,l3,8
i38,e04,c1,p21,l1,46
i43,e04,c1,p21,l3,4
i41,e01,c1,p02,l3,6
i23,e04,c5,p14,l3,9
i03,e08,c5,p12,l3,3
i01,e08,c1,p03,l3,36
i41,e08,c1,p01,l3,8
i12,e04,c5,p15,l3,10
i17,e08,c5,p02,l3,14
i12,e08,c5,p07,l3,6
i17,e08,c3,p21,l3,2
i19,e10,c5,p03,l4,7
i05,e01,c4,p35,l3,6
i34,e03,c5,p14,l3,27
i38,e10,c1,p32,l2,9
i43,e09,c1,p01,l3,2
i06,e10,c3,p18,l4,3
i06,e07,c5,p11,l2,3
i08,e01,c1,p10,l3,4
i46,e09,c1,p07,l3,9
i23,e03,c5,p17,l3,2
i39,e09,c5,p18,l3,4
i16,e04,c5,p12,l3,4
i12,e01,c5,p05,l3,2
i17,e09,c5,p25,l3,6
i43,e03,c1,p02,l3,11
i05,e08,c1,p29,l3,5
i05,e09,c4,p35,l3,3
i05,e06,c1,p16,l3,3
i41,e09,c1,p20,l3,2
i34,e03,c5,p26,l3,6
i38,e11,c4,p09,l2,2
i91,e01,c1,p10,l3,1
i41,e09,c1,p16,l3,4
i03,e01,c5,p21,l3,1
i38,e12,c1,p02,l3,1
i38,e12,c1,p06,l3,1
i06,e10,c5,p26,l2,2
i38,e07,c1,p15,l2,1
i39,e04,c5,p20,l3,1
i05,e09,c1,p13,l3,1
i38,e08,c4,p18,l2,1
i23,e03,c5,p06,l3,2
i82,e04,c1,p35,l3,1
i22,e05,c5,p01,l3,1
i43,e08,c1,p13,l3,1
i06,e10,c5,p04,l3,19322
i38,e06,c1,p14,l3,111
i06,e10,c5,p29,l3,18068
i38,e10,c4,p01,l3,406
i38,e10,c1,p01,l4,3103
i17,e04,c5,p06,l3,31
i39,e04,c5,p35,l3,891
i17,e01,c5,p04,l3,5
i06,e10,c5,p07,l4,2004
i06,e10,c5,p05,l2,107
i06,e11,c5,p15,l2,324
i38,e08,c1,p25,l2,89
i14,e04,c5,p21,l3,8
i02,e01,c1,p22,l3,37
i34,e03,c5,p11,l3,79
i38,e10,c1,unknown,l4,3
i02,e09,c1,p05,l3,49
i38,e06,c1,p09,l3,142
i02,e09,c1,p23,l3,19
i06,e10,c3,p05,l4,28
i06,e04,c5,p23,l1,90
i05,e07,c1,p19,l3,9
i39,e01,c5,p05,l3,22
i06,e10,c5,p09,l2,16
i06,e10,c3,p14,l3,4
i38,e09,c1,p32,l2,36
i06,e10,c3,p18,l3,120
i02,e04,c1,p24,l3,33
i21,e01,c1,p19,l3,1
i30,e01,c1,p13,l3,11
i38,e10,c4,p20,l3,20
i12,e08,c5,p15,l3,7
i39,e04,c5,p15,l3,31
i14,e08,c5,p12,l3,11
i39,e09,c5,p03,l3,11
i27,e04,c5,p12,l3,9
i66,e09,c3,p03,l3,4
i01,e11,c1,p19,l3,2
i43,e08,c1,p35,l3,7
i06,e07,c5,p05,l2,5
i63,e10,c1,p35,l2,30
i38,e10,c1,p22,l1,8
i38,e10,c1,unknown,l3,7
i16,e01,c5,p19,l3,5
i06,e10,c5,p20,l1,8
i38,e10,c1,p16,l2,34
i38,e10,c1,p25,l1,13
i38,e11,c4,p21,l2,5
i21,e04,c1,p06,l3,3
i46,e09,c1,p01,l3,2
i38,e10,c1,p31,l2,11
i06,e07,c5,p25,l2,1
i03,e04,c5,p14,l3,6
i46,e08,c1,p12,l3,3
i34,e09,c5,p03,l3,4
i17,e09,c5,p02,l3,5
i38,e10,c4,p29,l1,7
i23,e03,c5,p32,l3,2
i17,e09,c5,p18,l3,3
i43,e01,c1,p03,l3,5
i06,e09,c3,p08,l2,4
i41,e09,c1,p35,l3,7
i38,e08,c4,p07,l2,7
i41,e01,c1,unknown,l3,1
i14,e08,c5,p32,l3,4
i09,e01,c5,p21,l3,2
i06,e01,c5,p33,l3,1
i12,e09,c5,p19,l3,3
i13,e08,c5,p02,l3,1
i38,e11,c4,p35,l2,2
i38,e10,c4,p02,l1,2
i20,e04,c5,p09,l3,1
i02,e01,c4,p10,l3,1
i03,e10,c5,p04,l3,8
i134,e04,c1,p10,l3,1
i43,e01,c1,p15,l3,6
i38,e01,c4,p12,l3,1
i19,e10,c3,p10,l4,2
i01,e08,c1,p01,l3,1
i38,e01,c4,p10,l3,2
i14,e12,c5,p11,l3,1
i44,e09,c3,p35,l3,1
i23,e01,c5,p09,l3,1
i38,e05,c1,p04,l1,1
i46,e09,c1,p29,l3,1
i16,e01,c5,p03,l3,2
i33,e11,c1,p12,l3,1
i05,e12,c1,p23,l3,1
i46,e04,c4,p35,l3,1
i06,e10,c5,p05,l3,36914
i38,e10,c1,p22,l3,2244
i38,e10,c1,p10,l1,295
i38,e10,c1,p24,l3,7287
i38,e10,c1,p14,l4,885
i06,e04,c5,p19,l1,534
i38,e01,c1,p10,l3,427
i38,e11,c1,p04,l2,91
i38,e10,c1,p28,l3,1697
i19,e10,c5,p35,l3,253
i23,e04,c5,p03,l3,9
i12,e04,c5,p11,l3,22
i38,e08,c1,p13,l2,820
i23,e03,c5,p07,l3,14
i17,e08,c5,p17,l3,20
i18,e08,c1,p35,l3,21
i02,e01,c1,p19,l3,709
i06,e10,c5,p22,l4,934
i02,e01,c1,p12,l3,89
i06,e01,c5,p14,l3,36
i29,e04,c5,p07,l3,1
i01,e08,c1,p07,l3,7
i06,e09,c5,p06,l2,56
i06,e10,c5,p10,l1,375
i38,e10,c1,p30,l4,59
i39,e09,c5,p05,l3,18
i06,e01,c5,p16,l3,94
i02,e09,c1,p20,l3,14
i23,e13,c5,p19,l3,4
i41,e13,c1,p21,l3,1
i07,e11,c5,p35,l3,49
i05,e01,c1,p10,l3,30
i19,e10,c5,p35,l1,5
i46,e09,c4,p35,l3,3
i17,e11,c5,p25,l3,52
i02,e09,c1,p22,l3,24
i38,e09,c1,p03,l2,54
i31,e04,c1,p35,l3,6
i46,e01,c1,p10,l3,8
i46,e11,c1,p21,l3,67
i05,e08,c1,p03,l3,4
i05,e07,c1,p21,l3,4
i33,e10,c1,p02,l3,1
i17,e04,c5,p17,l3,29
i46,e08,c1,p09,l3,7
i67,e04,c5,p24,l3,4
i41,e09,c1,p15,l3,7
i17,e09,c5,p13,l3,4
i38,e06,c4,p20,l3,15
i41,e04,c1,p13,l3,7
i44,e01,c3,p24,l3,1
i38,e01,c7,p10,l3,3
i34,e08,c5,p21,l3,6
i12,e04,c5,p13,l3,8
i21,e04,c1,p07,l3,2
i39,e09,c5,p13,l3,5
i41,e08,c1,p17,l3,1
i74,e09,c5,p16,l3,1
i23,e08,c5,p08,l3,1
i01,e09,c1,p11,l3,1
i23,e09,c5,p23,l3,1
i14,e09,c5,p10,l3,1
i66,e04,c3,p16,l3,1
i14,e01,c5,p24,l3,1
i41,e04,c1,p07,l3,1
i01,e04,c1,p19,l3,2
i27,e01,c3,p05,l3,2
i41,e01,c1,p32,l3,1
i66,e04,c3,p25,l3,2
i13,e04,c5,p01,l3,1
i03,e04,c5,p16,l3,3
i19,e09,c5,p35,l3,1
i06,e02,c5,p12,l1,1
i05,e09,c4,p17,l3,1
i38,e01,c4,p24,l3,1
i06,e02,c5,p03,l1,1
i46,e08,c1,p17,l3,1
i39,e09,c5,p35,l3,251
i01,e08,c1,p17,l3,9
i06,e10,c5,p03,l4,2685
i17,e08,c5,p25,l3,27
i01,e08,c1,p11,l3,25
i17,e01,c5,p10,l3,89
i47,e09,c4,p35,l3,17
i38,e11,c1,p18,l2,81
i38,e11,c1,p12,l2,168
i02,e04,c1,p14,l3,89
i38,e10,c4,p04,l3,221
i06,e10,c5,p06,l2,124
i38,e10,c1,p07,l2,39
i41,e08,c1,p24,l3,29
i02,e04,c1,p07,l3,112
i38,e11,c1,p22,l2,61
i03,e04,c5,p35,l3,4
i38,e10,c1,p02,l2,34
i66,e04,c3,p12,l3,1
i17,e08,c5,p24,l3,10
i06,e09,c5,p12,l2,58
i38,e06,c1,p31,l3,15
i63,e10,c1,p03,l4,21
i38,e10,c1,p26,l2,8
i06,e09,c5,p16,l2,71
i23,e03,c5,p04,l3,2
i38,e01,c1,p31,l3,9
i41,e08,c1,p11,l3,17
i41,e01,c1,p29,l3,4
i38,e10,c4,p05,l4,23
i05,e07,c1,p20,l3,1
i06,e10,c3,p28,l4,5
i34,e09,c5,p18,l3,9
i17,e01,c5,p35,l3,5
i38,e11,c4,p06,l2,4
i21,e03,c1,p01,l3,1
i30,e09,c1,p10,l3,14
i05,e12,c1,p12,l3,16
i19,e10,c5,p03,l3,1
i30,e04,c1,p08,l3,2
i41,e01,c1,p28,l3,2
i46,e01,c1,p14,l3,3
i39,e01,c5,p20,l3,1
i38,e10,c4,p20,l4,4
i19,e01,c5,p10,l3,6
i17,e01,c5,p06,l3,5
i23,e09,c5,p05,l3,2
i06,e10,c5,p31,l2,4
i46,e08,c4,p03,l3,1
i38,e09,c1,p31,l2,5
i41,e09,c1,p21,l3,3
i03,e09,c5,p15,l3,1
i43,e01,c1,p16,l3,3
i76,e04,c5,p18,l3,1
i14,e04,c5,p04,l3,4
i33,e08,c1,p10,l3,1
i46,e05,c4,p35,l3,1
i06,e10,c5,p20,l2,3
i32,e12,c5,p35,l3,1
i23,e03,c5,p03,l3,3
i43,e01,c1,p24,l3,3
i23,e03,c5,p02,l3,1
i34,e09,c5,p29,l3,3
i05,e07,c1,p16,l3,1
i05,e01,c1,p22,l3,2
i41,e04,c1,p14,l3,1
i38,e05,c1,p01,l1,1
i23,e08,c5,p19,l3,1
i23,e08,c5,p03,l3,1
i38,e01,c7,p13,l3,1
i38,e04,c4,p08,l1,1
i09,e01,c5,p07,l3,1
i25,e08,c5,p21,l3,1
i39,e09,c3,p35,l3,1
i38,e10,c1,p16,l3,6848
i38,e10,c4,p17,l3,257
i38,e10,c4,p18,l3,40
i38,e08,c1,p18,l2,72
i59,e01,c5,p10,l3,2
i06,e10,c3,p06,l4,2
i41,e11,c1,p35,l3,45
i06,e10,c5,p22,l2,8
i38,e10,c4,p13,l4,22
i17,e11,c5,p16,l3,74
i06,e08,c5,p35,l2,1948
i34,e09,c5,p11,l3,19
i43,e01,c1,p35,l3,13
i38,e11,c1,p06,l2,72
i38,e10,c1,p13,l1,46
i41,e08,c1,p12,l3,12
i34,e04,c5,p07,l3,17
i25,e10,c5,p04,l4,4
i38,e04,c1,p06,l1,37
i41,e04,c1,p35,l3,42
i02,e04,c4,p11,l3,1
i06,e09,c5,p26,l2,8
i38,e01,c1,p04,l3,53
i18,e04,c1,p35,l3,35
i41,e08,c1,p10,l3,49
i06,e07,c5,p21,l2,6
i66,e01,c3,p35,l3,8
i66,e09,c3,p07,l3,2
i14,e08,c5,p04,l3,6
i34,e04,c5,p02,l3,10
i12,e09,c5,p05,l3,3
i32,e05,c5,p35,l3,1
i38,e08,c4,p04,l2,12
i17,e11,c5,p17,l3,22
i16,e01,c5,p05,l3,1
i21,e03,c1,p10,l3,10
i34,e04,c5,p29,l3,8
i07,e08,c5,p13,l3,4
i03,e08,c5,p10,l3,6
i14,e05,c5,p05,l3,1
i29,e01,c5,p04,l3,1
i46,e04,c1,p21,l3,8
i33,e10,c1,p12,l3,4
i38,e04,c4,p16,l1,3
i34,e04,c5,p22,l3,6
i34,e01,c5,p25,l3,1
i02,e04,c1,p31,l3,8
i14,e13,c5,p15,l3,1
i30,e09,c1,p08,l3,3
i23,e03,c5,p11,l3,5
i17,e04,c5,p23,l3,11
i43,e04,c1,p03,l3,2
i05,e12,c1,p21,l3,4
i05,e03,c1,p07,l3,1
i23,e09,c5,p35,l3,5
i07,e04,c5,p17,l3,1
i02,e08,c4,p18,l3,3
i23,e09,c5,p15,l3,1
i22,e05,c5,p12,l3,3
i05,e09,c1,p06,l3,4
i63,e03,c1,p01,l3,1
i41,e11,c1,p22,l3,2
i64,e04,c3,p35,l3,1
i66,e04,c3,p07,l3,2
i06,e07,c5,p07,l2,1
i48,e08,c1,p03,l3,2
i02,e11,c1,p01,l3,1
i05,e06,c1,p04,l3,1
i38,e10,c1,p20,l4,297
i38,e08,c1,p10,l2,4684
i46,e08,c4,p35,l3,195
i13,e08,c5,p10,l3,89
i06,e08,c5,p16,l2,2842
i34,e03,c5,p19,l3,193
i06,e08,c5,p09,l2,505
i06,e10,c5,p12,l3,29153
i06,e10,c5,p19,l4,6139
i38,e01,c1,p17,l3,34
i38,e08,c1,p21,l2,98
i19,e11,c5,p10,l3,321
i05,e06,c1,p10,l3,35
i06,e11,c5,p26,l2,21
i39,e04,c5,p18,l3,11
i02,e04,c1,p05,l3,54
i34,e09,c5,p35,l3,13
i15,e01,c6,p35,l3,64
i17,e01,c5,p21,l3,39
i17,e01,c5,p01,l3,22
i05,e04,c1,p17,l3,3
i02,e01,c1,p07,l3,46
i29,e01,c5,p35,l3,4
i38,e11,c1,p05,l2,167
i17,e09,c5,p16,l3,9
i06,e10,c3,p24,l3,166
i06,e10,c5,p13,l1,77
i06,e10,c5,p10,l2,140
i41,e13,c1,p22,l3,1
i42,e05,c5,p35,l3,10
i38,e06,c4,p10,l3,42
i38,e10,c4,p19,l2,4
i38,e10,c7,p10,l3,15
i34,e03,c5,p20,l3,21
i14,e04,c5,p08,l3,10
i43,e04,c1,p28,l3,36
i06,e10,c3,p01,l3,19
i05,e06,c1,p14,l3,1
i34,e09,c5,p12,l3,32
i16,e08,c5,p17,l3,16
i43,e01,c1,p01,l3,9
i38,e10,c1,p31,l1,3
i07,e08,c5,p16,l3,3
i02,e11,c1,p19,l3,2
i02,e01,c1,p31,l3,4
i42,e05,c5,p15,l3,7
i02,e05,c1,p10,l3,1
i39,e01,c5,p15,l3,14
i41,e07,c1,p25,l3,5
i12,e04,c5,p29,l3,9
i30,e01,c1,p18,l3,1
i14,e01,c5,p32,l3,2
i27,e01,c5,p10,l3,3
i06,e02,c5,p32,l1,1
i41,e09,c1,p13,l3,1
i05,e06,c4,p35,l3,1
i82,e09,c1,p35,l3,2
i39,e09,c5,p07,l3,2
i34,e01,c5,p21,l3,4
i38,e07,c1,p32,l2,1
i41,e01,c1,p06,l3,1
i07,e01,c5,p19,l3,1
i38,e01,c1,unknown,l3,1
i06,e05,c5,p35,l1,7
i13,e08,c5,p05,l3,2
i33,e04,c1,p12,l3,1
i05,e06,c1,p22,l3,1
i41,e01,c1,p30,l3,1
i42,e05,c5,p04,l3,1
i14,e11,c5,p11,l3,1
i12,e04,c5,p04,l3,1
i38,e12,c1,p24,l3,1
i05,e08,c1,p25,l3,1
i41,e04,c1,p20,l3,1
i05,e07,c1,p23,l3,1
i38,e10,c1,p29,l3,5136
i46,e11,c1,p35,l3,5694
i38,e10,c1,p24,l4,1196
i38,e10,c1,p04,l2,17
i38,e01,c1,p13,l3,342
i34,e03,c5,p15,l3,81
i38,e10,c1,p24,l1,31
i02,e09,c1,p04,l3,57
i17,e11,c5,p12,l3,22
i38,e10,c1,p19,l2,135
i38,e10,c1,p09,l1,41
i34,e08,c5,p13,l3,14
i23,e08,c5,p12,l3,7
i46,e08,c1,p16,l3,42
i38,e11,c1,p09,l2,66
i38,e10,c4,p24,l3,59
i06,e10,c3,p19,l3,25
i06,e08,c5,p25,l2,756
i03,e10,c5,p19,l3,8
i34,e03,c5,p17,l3,43
i32,e04,c5,p35,l3,10
i38,e08,c1,p32,l2,116
i38,e07,c1,p11,l2,5
i38,e11,c1,p28,l2,23
i14,e11,c5,p19,l3,7
i06,e11,c5,p14,l2,142
i39,e09,c5,p22,l3,2
i39,e04,c5,p24,l3,36
i05,e06,c1,p23,l3,1
i06,e04,c5,p13,l1,117
i13,e08,c5,p19,l3,50
i34,e08,c5,p19,l3,57
i46,e08,c1,p19,l3,24
i17,e04,c5,p02,l3,23
i03,e09,c5,p10,l3,6
i09,e04,c5,p24,l3,438
i05,e01,c1,p21,l3,3
i09,e04,c5,p21,l3,10
i38,e08,c1,p31,l2,12
i17,e11,c5,p22,l3,9
i38,e07,c1,p16,l2,1
i05,e01,c1,p07,l3,1
i06,e05,c5,p15,l1,6
i42,e05,c5,p22,l3,2
i06,e10,c3,p29,l3,3
i27,e04,c5,p24,l3,2
i23,e01,c5,p13,l3,4
i13,e09,c5,p03,l3,11
i41,e07,c1,p20,l3,5
i31,e07,c1,p35,l3,2
i17,e01,c5,p08,l3,4
i38,e12,c1,p15,l3,3
i41,e01,c1,p01,l3,1
i14,e11,c5,p16,l3,2
i03,e09,c5,p23,l3,1
i38,e09,c1,p09,l2,7
i43,e08,c1,p18,l3,3
i06,e10,c3,p21,l4,3
i12,e09,c5,p18,l3,2
i134,e08,c1,p10,l3,2
i05,e06,c1,p08,l3,1
i132,e01,c1,p35,l3,2
i01,e08,c1,p02,l3,4
i05,e04,c4,p35,l3,1
i02,e08,c4,p11,l3,1
i61,e11,c4,p35,l3,1
i38,e12,c1,p17,l3,1
i46,e09,c1,unknown,l3,1
i46,e06,c1,p01,l3,1
i07,e12,c5,p18,l3,2
i33,e08,c1,p07,l3,1
i01,e08,c1,p20,l3,1
i17,e11,c5,p02,l3,2
i21,e01,c1,p13,l3,1
i38,e11,c4,p23,l2,1
i20,e09,c5,p22,l3,1
i39,e01,c5,p04,l3,24
i38,e10,c1,p04,l3,5087
i34,e03,c5,p12,l3,107
i38,e10,c1,p01,l1,158
i28,e08,c1,p35,l3,58685
i06,e01,c5,p21,l3,174
i06,e04,c5,p24,l1,165
i14,e08,c5,p23,l3,35
i34,e08,c5,p05,l3,20
i02,e04,c1,p13,l3,145
i38,e11,c1,p29,l2,89
i06,e10,c3,p11,l3,188
i12,e04,c5,p05,l3,8
i06,e11,c5,p02,l2,164
i02,e09,c1,p15,l3,86
i24,e09,c1,p32,l3,3
i05,e08,c1,p17,l3,3
i16,e08,c5,p18,l3,6
i34,e01,c5,p16,l3,7
i06,e04,c5,p02,l1,38
i12,e08,c5,p01,l3,2
i06,e01,c5,p07,l3,60
i39,e04,c5,p19,l3,54
i17,e01,c5,p29,l3,6
i02,e09,c1,p12,l3,75
i06,e10,c5,p16,l2,96
i32,e11,c5,p35,l3,41
i38,e10,c4,p16,l3,97
i07,e12,c5,p07,l3,12
i05,e01,c1,p16,l3,19
i06,e10,c5,p33,l4,18
i02,e09,c1,p25,l3,15
i06,e10,c5,p25,l1,14
i13,e08,c5,p01,l3,15
i03,e04,c5,p23,l3,6
i03,e04,c5,p29,l3,3
i05,e08,c1,p21,l3,26
i34,e09,c5,p05,l3,16
i01,e04,c1,p21,l3,3
i38,e05,c1,p21,l1,2
i27,e01,c5,p18,l3,1
i34,e04,c5,p09,l3,33
i41,e07,c1,p18,l3,18
i38,e11,c4,p13,l2,3
i05,e03,c1,p19,l3,5
i06,e10,c3,p08,l4,4
i38,e12,c1,p29,l3,2
i06,e10,c3,p03,l4,23
i34,e09,c5,p06,l3,8
i07,e12,c5,p13,l3,7
i38,e09,c4,p16,l2,3
i38,e10,c1,p25,l2,15
i06,e09,c5,p20,l2,4
i48,e11,c1,p21,l3,4
i24,e01,c1,p32,l3,6
i42,e05,c5,p03,l3,1
i05,e01,c1,p28,l3,2
i12,e08,c5,p08,l3,4
i23,e04,c5,p16,l3,4
i03,e04,c5,p15,l3,2
i06,e07,c5,p20,l2,1
i09,e04,c5,p10,l3,1
i38,e01,c4,p35,l3,1
i17,e09,c5,p20,l3,2
i01,e01,c1,p07,l3,1
i01,e04,c1,p28,l3,1
i38,e08,c1,p30,l2,1
i22,e02,c5,p15,l3,1
i02,e11,c1,p12,l3,3
i38,e10,c4,p25,l2,2
